--- Iteration 0 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                              aten::div         1.35%      39.542us         5.21%     152.766us      76.383us       1.792us         5.75%       3.584us       1.792us          -8 B          -8 B     761.00 KB     380.50 KB             2  
                                            aten::empty         1.08%      31.716us         1.08%      31.716us      31.716us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     380.50 KB     380.50 KB             1  
                                              aten::add         0.94%      27.443us         4.05%     118.767us      59.384us       1.888us         6.06%       3.776us       1.888us           0 B           0 B     761.00 KB     380.50 KB             2  
                                             aten::triu         0.92%      26.895us         4.67%     136.979us      68.490us       3.872us        12.42%       7.744us       3.872us           0 B           0 B     761.00 KB     380.50 KB             2  
                                            aten::fill_         0.62%      18.187us        66.42%       1.948ms       1.948ms       1.952us         6.26%       3.904us       3.904us           0 B           0 B           0 B           0 B             1  
                                        aten::transpose         0.52%      15.149us         2.46%      72.133us      36.066us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                  cudaDeviceSynchronize         0.46%      13.361us         0.46%      13.361us       6.681us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::matmul         0.28%       8.167us        10.38%     304.318us     152.159us       0.000us         0.00%      17.440us       8.720us           0 B           0 B     536.50 KB           0 B             2  
                                          aten::softmax         0.21%       6.015us         4.63%     135.732us     135.732us       0.000us         0.00%       4.224us       4.224us           0 B           0 B     380.50 KB           0 B             1  
                                                 detach         0.15%       4.474us         0.15%       4.474us       4.474us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.12%       3.633us         0.12%       3.633us       3.633us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                       aten::as_strided         0.12%       3.548us         0.12%       3.548us       3.548us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.07%       2.138us         0.23%       6.612us       6.612us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.952us         6.26%       1.952us       1.952us           0 B           0 B           0 B           0 B             1  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us       3.872us        12.42%       3.872us       3.872us           0 B           0 B           0 B           0 B             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           8 B           8 B      -1.11 MB      -1.11 MB             4  
                         volta_sgemm_64x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       8.384us        26.90%       8.384us       8.384us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.792us         5.75%       1.792us       1.792us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.888us         6.06%       1.888us       1.888us           0 B           0 B           0 B           0 B             1  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us       4.224us        13.55%       4.224us       4.224us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_64x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us       6.848us        21.97%       6.848us       6.848us           0 B           0 B           0 B           0 B             1  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       2.208us         7.08%       2.208us       2.208us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 2.933ms
Self CUDA time total: 31.168us


--- Iteration 6 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                Activity Buffer Request        30.19%     591.448us        30.19%     591.448us     591.448us       2.560us         7.92%       2.560us       2.560us           0 B           0 B           0 B           0 B             1  
                                       cudaLaunchKernel        26.84%     525.763us        26.84%     525.763us      65.720us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                     PythonDispatchMode        24.22%     474.479us        92.48%       1.812ms     226.473us       0.000us         0.00%      34.881us       4.360us           0 B           8 B       2.44 MB           0 B             8  
                                               aten::mm         4.78%      93.615us        20.02%     392.268us      98.067us      17.665us        54.65%      35.330us       8.832us           0 B           0 B       1.07 MB     548.50 KB             4  
                                         aten::_softmax         3.38%      66.228us         7.71%     150.976us      75.488us       4.288us        13.27%       8.576us       4.288us           0 B           0 B     781.00 KB     390.50 KB             2  
                                              aten::div         1.90%      37.250us         7.59%     148.619us      74.310us       1.952us         6.04%       3.904us       1.952us          -8 B          -8 B     781.00 KB     390.50 KB             2  
                                              aten::add         1.41%      27.630us         5.78%     113.232us      56.616us       1.888us         5.84%       3.776us       1.888us           0 B           0 B     781.00 KB     390.50 KB             2  
                                             aten::triu         1.36%      26.676us         7.33%     143.583us      71.792us       3.968us        12.28%       7.936us       3.968us           0 B           0 B     781.00 KB     390.50 KB             2  
                                             aten::full         1.32%      25.776us       114.85%       2.250ms       1.125ms       0.000us         0.00%      10.240us       5.120us           0 B           0 B     781.00 KB           0 B             2  
                                            aten::empty         1.02%      20.037us         1.02%      20.037us      20.037us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     390.50 KB     390.50 KB             1  
                                            aten::fill_         0.82%      16.153us        53.07%       1.040ms       1.040ms       2.560us         7.92%       5.120us       5.120us           0 B           0 B           0 B           0 B             1  
                                        aten::transpose         0.74%      14.593us         3.58%      70.165us      35.082us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                  cudaDeviceSynchronize         0.72%      14.044us         0.72%      14.044us       7.022us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::matmul         0.40%       7.930us        14.81%     290.038us     145.019us       0.000us         0.00%      17.665us       8.832us           0 B           0 B     548.50 KB           0 B             2  
                                          aten::softmax         0.28%       5.482us         6.72%     131.564us     131.564us       0.000us         0.00%       4.288us       4.288us           0 B           0 B     390.50 KB           0 B             1  
                                                 detach         0.19%       3.689us         0.19%       3.689us       3.689us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.17%       3.322us         0.17%       3.322us       3.322us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                       aten::as_strided         0.14%       2.828us         0.14%       2.828us       2.828us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.11%       2.062us         0.29%       5.751us       5.751us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.560us         7.92%       2.560us       2.560us           0 B           0 B           0 B           0 B             1  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us       3.968us        12.28%       3.968us       3.968us           0 B           0 B           0 B           0 B             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           8 B           8 B      -1.14 MB      -1.14 MB             4  
                         volta_sgemm_64x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       8.384us        25.94%       8.384us       8.384us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.952us         6.04%       1.952us       1.952us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.888us         5.84%       1.888us       1.888us           0 B           0 B           0 B           0 B             1  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us       4.288us        13.27%       4.288us       4.288us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_64x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us       6.912us        21.39%       6.912us       6.912us           0 B           0 B           0 B           0 B             1  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       2.369us         7.33%       2.369us       2.369us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.959ms
Self CUDA time total: 32.321us


--- Iteration 7 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                Activity Buffer Request        52.99%       1.466ms        52.99%       1.466ms       1.466ms       1.919us         6.03%       1.919us       1.919us           0 B           0 B           0 B           0 B             1  
                                     PythonDispatchMode        17.40%     481.384us        94.78%       2.622ms     327.799us       0.000us         0.00%      33.757us       4.220us           0 B           8 B       2.38 MB           0 B             8  
                                       cudaLaunchKernel        16.69%     461.813us        16.69%     461.813us      57.727us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                               aten::mm         3.31%      91.627us        14.38%     397.809us      99.452us      17.568us        55.18%      35.136us       8.784us           0 B           0 B       1.05 MB     536.50 KB             4  
                                         aten::_softmax         2.41%      66.653us         5.44%     150.444us      75.222us       4.256us        13.37%       8.512us       4.256us           0 B           0 B     761.00 KB     380.50 KB             2  
                                              aten::div         1.39%      38.488us         5.46%     151.074us      75.537us       2.303us         7.23%       4.606us       2.303us          -8 B          -8 B     761.00 KB     380.50 KB             2  
                                              aten::add         0.93%      25.714us         3.94%     109.053us      54.526us       1.888us         5.93%       3.776us       1.888us           0 B           0 B     761.00 KB     380.50 KB             2  
                                             aten::triu         0.93%      25.618us         4.79%     132.641us      66.320us       3.904us        12.26%       7.808us       3.904us           0 B           0 B     761.00 KB     380.50 KB             2  
                                             aten::full         0.90%      24.865us       140.06%       3.875ms       1.938ms       0.000us         0.00%       7.676us       3.838us           0 B           0 B     761.00 KB           0 B             2  
                                            aten::empty         0.68%      18.785us         0.68%      18.785us      18.785us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     380.50 KB     380.50 KB             1  
                                            aten::fill_         0.58%      16.125us        67.03%       1.855ms       1.855ms       1.919us         6.03%       3.838us       3.838us           0 B           0 B           0 B           0 B             1  
                                        aten::transpose         0.47%      12.906us         2.39%      66.036us      33.018us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                  cudaDeviceSynchronize         0.46%      12.617us         0.46%      12.617us       6.308us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::matmul         0.27%       7.510us        10.75%     297.337us     148.668us       0.000us         0.00%      17.568us       8.784us           0 B           0 B     536.50 KB           0 B             2  
                                          aten::softmax         0.19%       5.364us         4.72%     130.648us     130.648us       0.000us         0.00%       4.256us       4.256us           0 B           0 B     380.50 KB           0 B             1  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.11%       3.078us         0.11%       3.078us       3.078us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                                 detach         0.11%       3.016us         0.11%       3.016us       3.016us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                       aten::as_strided         0.11%       3.002us         0.11%       3.002us       3.002us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.08%       2.137us         0.19%       5.153us       5.153us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.919us         6.03%       1.919us       1.919us           0 B           0 B           0 B           0 B             1  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us       3.904us        12.26%       3.904us       3.904us           0 B           0 B           0 B           0 B             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           8 B           8 B      -1.11 MB      -1.11 MB             4  
                         volta_sgemm_64x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       8.352us        26.23%       8.352us       8.352us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.303us         7.23%       2.303us       2.303us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.888us         5.93%       1.888us       1.888us           0 B           0 B           0 B           0 B             1  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us       4.256us        13.37%       4.256us       4.256us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_64x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us       7.008us        22.01%       7.008us       7.008us           0 B           0 B           0 B           0 B             1  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       2.208us         6.94%       2.208us       2.208us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 2.767ms
Self CUDA time total: 31.838us


--- Iteration 8 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                Activity Buffer Request        29.58%     592.743us        29.58%     592.743us     592.743us       2.272us         7.05%       2.272us       2.272us           0 B           0 B           0 B           0 B             1  
                                       cudaLaunchKernel        25.96%     520.184us        25.96%     520.184us      65.023us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                     PythonDispatchMode        24.25%     485.922us        92.20%       1.848ms     230.982us       0.000us         0.00%      34.497us       4.312us           0 B           8 B       2.37 MB           0 B             8  
                                               aten::mm         5.67%     113.629us        22.10%     442.924us     110.731us      17.824us        55.31%      35.648us       8.912us           0 B           0 B       1.04 MB     533.50 KB             4  
                                         aten::_softmax         3.36%      67.274us         7.56%     151.427us      75.714us       4.289us        13.31%       8.578us       4.289us           0 B           0 B     756.00 KB     378.00 KB             2  
                                              aten::div         2.08%      41.689us         7.86%     157.526us      78.763us       1.920us         5.96%       3.840us       1.920us          -8 B          -8 B     756.00 KB     378.00 KB             2  
                                             aten::triu         1.38%      27.737us         6.79%     136.051us      68.025us       4.032us        12.51%       8.064us       4.032us           0 B           0 B     756.00 KB     378.00 KB             2  
                                              aten::add         1.38%      27.579us         5.58%     111.825us      55.912us       1.888us         5.86%       3.776us       1.888us           0 B           0 B     756.00 KB     378.00 KB             2  
                                             aten::full         1.33%      26.560us       112.94%       2.263ms       1.132ms       0.000us         0.00%       9.088us       4.544us           0 B           0 B     756.00 KB           0 B             2  
                                            aten::empty         1.17%      23.361us         1.17%      23.361us      23.361us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     378.00 KB     378.00 KB             1  
                                            aten::fill_         0.91%      18.242us        51.86%       1.039ms       1.039ms       2.272us         7.05%       4.544us       4.544us           0 B           0 B           0 B           0 B             1  
                                        aten::transpose         0.80%      16.047us         3.72%      74.493us      37.246us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                  cudaDeviceSynchronize         0.69%      13.889us         0.69%      13.889us       6.944us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::matmul         0.43%       8.539us        16.00%     320.683us     160.342us       0.000us         0.00%      17.824us       8.912us           0 B           0 B     533.50 KB           0 B             2  
                                          aten::softmax         0.30%       6.021us         6.60%     132.206us     132.206us       0.000us         0.00%       4.289us       4.289us           0 B           0 B     378.00 KB           0 B             1  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.23%       4.631us         0.23%       4.631us       4.631us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                                 detach         0.21%       4.157us         0.21%       4.157us       4.157us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                       aten::as_strided         0.19%       3.822us         0.19%       3.822us       3.822us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.10%       2.100us         0.31%       6.257us       6.257us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.272us         7.05%       2.272us       2.272us           0 B           0 B           0 B           0 B             1  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us       4.032us        12.51%       4.032us       4.032us           0 B           0 B           0 B           0 B             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           8 B           8 B      -1.11 MB      -1.11 MB             4  
                         volta_sgemm_64x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       8.608us        26.71%       8.608us       8.608us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.920us         5.96%       1.920us       1.920us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.888us         5.86%       1.888us       1.888us           0 B           0 B           0 B           0 B             1  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us       4.289us        13.31%       4.289us       4.289us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_64x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us       7.008us        21.75%       7.008us       7.008us           0 B           0 B           0 B           0 B             1  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       2.208us         6.85%       2.208us       2.208us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 2.004ms
Self CUDA time total: 32.225us


--- Iteration 9 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                Activity Buffer Request        63.64%       2.375ms        63.64%       2.375ms       2.375ms       1.984us         6.13%       1.984us       1.984us           0 B           0 B           0 B           0 B             1  
                                       cudaLaunchKernel        13.62%     508.129us        13.62%     508.129us      63.516us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                     PythonDispatchMode        12.85%     479.377us        96.06%       3.584ms     448.033us       0.000us         0.00%      34.371us       4.296us           0 B           8 B       2.38 MB           0 B             8  
                                               aten::mm         2.55%      95.321us        10.71%     399.467us      99.867us      17.696us        54.64%      35.392us       8.848us           0 B           0 B       1.05 MB     536.50 KB             4  
                                         aten::_softmax         1.77%      66.005us         4.06%     151.473us      75.736us       4.225us        13.05%       8.450us       4.225us           0 B           0 B     761.00 KB     380.50 KB             2  
                                              aten::div         1.05%      39.015us         4.35%     162.199us      81.100us       2.433us         7.51%       4.866us       2.433us          -8 B          -8 B     761.00 KB     380.50 KB             2  
                                             aten::triu         0.73%      27.318us         3.61%     134.705us      67.353us       4.193us        12.95%       8.386us       4.193us           0 B           0 B     761.00 KB     380.50 KB             2  
                                              aten::add         0.72%      26.925us         2.99%     111.503us      55.752us       1.856us         5.73%       3.712us       1.856us           0 B           0 B     761.00 KB     380.50 KB             2  
                                             aten::full         0.56%      21.014us       154.90%       5.780ms       2.890ms       0.000us         0.00%       7.936us       3.968us           0 B           0 B     761.00 KB           0 B             2  
                                            aten::empty         0.53%      19.954us         0.53%      19.954us      19.954us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     380.50 KB     380.50 KB             1  
                                            aten::fill_         0.49%      18.167us        75.32%       2.810ms       2.810ms       1.984us         6.13%       3.968us       3.968us           0 B           0 B           0 B           0 B             1  
                                        aten::transpose         0.43%      15.984us         1.87%      69.674us      34.837us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                  cudaDeviceSynchronize         0.35%      13.013us         0.35%      13.013us       6.506us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::matmul         0.21%       7.893us         7.86%     293.449us     146.724us       0.000us         0.00%      17.696us       8.848us           0 B           0 B     536.50 KB           0 B             2  
                                          aten::softmax         0.17%       6.242us         3.51%     131.088us     131.088us       0.000us         0.00%       4.225us       4.225us           0 B           0 B     380.50 KB           0 B             1  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.10%       3.887us         0.10%       3.887us       3.887us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                                 detach         0.10%       3.572us         0.10%       3.572us       3.572us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                       aten::as_strided         0.09%       3.181us         0.09%       3.181us       3.181us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.05%       1.807us         0.14%       5.379us       5.379us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.984us         6.13%       1.984us       1.984us           0 B           0 B           0 B           0 B             1  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us       4.193us        12.95%       4.193us       4.193us           0 B           0 B           0 B           0 B             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           8 B           8 B      -1.11 MB      -1.11 MB             4  
                         volta_sgemm_64x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       8.576us        26.48%       8.576us       8.576us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.433us         7.51%       2.433us       2.433us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.856us         5.73%       1.856us       1.856us           0 B           0 B           0 B           0 B             1  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us       4.225us        13.05%       4.225us       4.225us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_64x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us       6.944us        21.44%       6.944us       6.944us           0 B           0 B           0 B           0 B             1  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       2.176us         6.72%       2.176us       2.176us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 3.731ms
Self CUDA time total: 32.387us


--- Iteration 10 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                Activity Buffer Request        51.98%       1.465ms        51.98%       1.465ms       1.465ms       2.111us         5.84%       2.111us       2.111us           0 B           0 B           0 B           0 B             1  
                                       cudaLaunchKernel        17.93%     505.435us        17.93%     505.435us      63.179us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                     PythonDispatchMode        16.92%     476.929us        94.73%       2.671ms     333.855us       0.000us         0.00%      38.269us       4.784us           0 B           8 B       2.55 MB           0 B             8  
                                               aten::mm         3.34%      94.270us        14.17%     399.420us      99.855us      20.608us        56.99%      41.216us      10.304us           0 B           0 B       1.11 MB     569.50 KB             4  
                                         aten::_softmax         2.37%      66.732us         5.37%     151.452us      75.726us       4.512us        12.48%       9.024us       4.512us           0 B           0 B     816.00 KB     408.00 KB             2  
                                              aten::div         1.36%      38.438us         5.23%     147.481us      73.741us       2.783us         7.70%       5.566us       2.783us          -8 B          -8 B     816.00 KB     408.00 KB             2  
                                              aten::add         0.98%      27.556us         3.94%     111.126us      55.563us       1.888us         5.22%       3.776us       1.888us           0 B           0 B     816.00 KB     408.00 KB             2  
                                             aten::triu         0.94%      26.625us         4.73%     133.253us      66.626us       4.256us        11.77%       8.512us       4.256us           0 B           0 B     816.00 KB     408.00 KB             2  
                                             aten::full         0.92%      25.842us       140.93%       3.973ms       1.987ms       0.000us         0.00%       8.444us       4.222us           0 B           0 B     816.00 KB           0 B             2  
                                            aten::empty         0.75%      21.171us         0.75%      21.171us      21.171us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     408.00 KB     408.00 KB             1  
                                            aten::fill_         0.60%      17.048us        67.40%       1.900ms       1.900ms       2.111us         5.84%       4.222us       4.222us           0 B           0 B           0 B           0 B             1  
                                        aten::transpose         0.53%      14.974us         2.50%      70.557us      35.279us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                  cudaDeviceSynchronize         0.45%      12.620us         0.45%      12.620us       6.310us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::matmul         0.29%       8.119us        10.48%     295.444us     147.722us       0.000us         0.00%      20.608us      10.304us           0 B           0 B     569.50 KB           0 B             2  
                                          aten::softmax         0.21%       5.899us         4.67%     131.543us     131.543us       0.000us         0.00%       4.512us       4.512us           0 B           0 B     408.00 KB           0 B             1  
