-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                      aten::_linalg_svd         4.18%     350.077ms        62.88%        5.272s     164.755ms        4.163s        76.98%       15.941s     498.153ms           0 B      -4.00 KB     217.50 MB      63.61 MB            32  
                                           Buffer Flush         0.08%       6.973ms         0.08%       6.998ms     120.656us        6.473s       119.70%        6.473s     111.598ms           0 B           0 B     140.50 KB     140.50 KB            58  
                                    Hokus Pokus prefill         0.00%       0.000us         0.00%       0.000us       0.000us        5.872s       108.60%        5.872s        5.872s           0 B           0 B           0 B           0 B             1  
                                Activity Buffer Request         1.83%     153.350ms         1.83%     153.350ms       2.840ms        5.304s        98.10%        5.304s      98.230ms           0 B           0 B           0 B           0 B            54  
                                       cudaLaunchKernel        25.12%        2.106s        26.14%        2.192s       3.862us       0.000us         0.00%        2.591s       4.564us           0 B           0 B           0 B           0 B        567609  
void gesvdbj_batch_32x16<float, float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us        1.902s        35.18%        1.902s      38.255us           0 B           0 B           0 B           0 B         49728  
                                           aten::matmul         1.26%     105.400ms         5.80%     486.424ms      55.414us       0.000us         0.00%     955.264ms     108.825us           0 B           0 B       1.59 GB           0 B          8778  
                                           aten::linear         0.47%      39.168ms         4.63%     388.334ms      57.608us       0.000us         0.00%     940.084ms     139.458us           0 B           0 B       2.03 GB           0 B          6741  
                                               aten::mm         1.21%     101.048ms         1.67%     140.139ms      29.659us     908.237ms        16.80%     908.237ms     192.220us           0 B           0 B     941.81 MB     941.81 MB          4725  
void ormtr_gemv_c<float, 4>(long, long, float const*...         0.00%       0.000us         0.00%       0.000us       0.000us     589.517ms        10.90%     589.517ms       4.498us           0 B           0 B           0 B           0 B        131058  
void magma_sgemmEx_kernel<float, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     486.775ms         9.00%     486.775ms       1.702ms           0 B           0 B           0 B           0 B           286  
void ormtr_gerc<float, 5, 3, 1>(int, float const*, l...         0.00%       0.000us         0.00%       0.000us       0.000us     456.093ms         8.43%     456.093ms       3.480us           0 B           0 B           0 B           0 B        131058  
void geqr2_smem_domino_fast<float, float, 8, 512>(in...         0.00%       0.000us         0.00%       0.000us       0.000us     448.999ms         8.30%     448.999ms     438.904us           0 B           0 B           0 B           0 B          1023  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     403.033ms         7.45%     403.033ms     125.165us           0 B           0 B           0 B           0 B          3220  
void svd_column_rotate_batch<float, 5, 3>(long, int ...         0.00%       0.000us         0.00%       0.000us       0.000us     395.082ms         7.31%     395.082ms       3.972us           0 B           0 B           0 B           0 B         99456  
void svd_row_rotate_batch_32x16<float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us     244.802ms         4.53%     244.802ms       4.923us           0 B           0 B           0 B           0 B         49728  
                                            aten::copy_         1.38%     115.952ms         4.00%     335.369ms      13.316us     116.786ms         2.16%     116.786ms       4.637us           0 B           0 B           0 B           0 B         25186  
                                               aten::to         0.38%      31.755ms         6.58%     552.012ms      22.560us       0.000us         0.00%     109.383ms       4.470us     225.09 MB           0 B       7.65 GB           0 B         24469  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 8.385s
Self CUDA time total: 5.407s
