--- Iteration 0 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                             aten::triu         0.43%     391.412us         1.41%       1.288ms     644.163us       2.880us         0.07%      11.520us       5.760us           0 B           0 B     196.00 KB      98.00 KB             2  
                                               aten::mm         0.40%     363.898us         2.71%       2.483ms     310.386us      35.201us         0.91%     122.626us      15.328us           0 B           0 B     568.00 KB     284.00 KB             8  
                                            aten::zeros         0.34%     314.887us         2.88%       2.640ms       1.320ms       0.000us         0.00%       8.508us       4.254us           0 B           0 B       8.50 KB           0 B             2  
                                         aten::_softmax         0.25%     226.696us         0.63%     576.719us     288.360us       4.672us         0.12%       9.344us       4.672us           0 B           0 B     196.00 KB      98.00 KB             2  
                             cudaGetDeviceProperties_v2         0.25%     224.368us         0.25%     224.368us     224.368us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                             aten::diag         0.21%     194.289us         0.82%     750.150us     750.150us       0.000us         0.00%       4.255us       4.255us           0 B           0 B       8.00 KB           0 B             1  
                                       aten::diag_embed         0.20%     179.082us         0.91%     830.412us     415.206us       0.000us         0.00%       8.510us       4.255us           0 B           0 B      16.00 KB           0 B             2  
                                            aten::clone         0.15%     140.181us         3.66%       3.354ms       3.354ms       0.000us         0.00%       3.872us       3.872us           0 B           0 B      79.00 KB           0 B             1  
                                       aten::transpose_         0.15%     135.813us         0.16%     144.429us     144.429us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                          aten::permute         0.15%     135.771us         0.64%     586.907us     293.454us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::matmul         0.13%     122.396us         2.07%       1.900ms     474.882us       0.000us         0.00%      61.313us      15.328us           0 B           0 B     284.00 KB           0 B             4  
                                            aten::fill_         0.13%     117.437us         2.51%       2.298ms     766.101us       5.854us         0.15%      10.012us       3.337us           0 B           0 B           0 B           0 B             3  
                                            aten::copy_         0.12%     110.047us         3.69%       3.375ms     675.097us      12.257us         0.32%      12.257us       2.451us           0 B           0 B           0 B           0 B             5  
                                              aten::div         0.10%      92.320us         0.64%     582.145us     291.073us       2.848us         0.07%       5.696us       2.848us          -8 B          -8 B     196.00 KB      98.00 KB             2  
                                            aten::empty         0.10%      88.980us         0.10%      88.980us      22.245us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     185.50 KB     185.50 KB             4  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.10%      88.868us         0.42%     381.412us      54.487us       0.000us         0.00%       3.803ms     543.307us           0 B           0 B           0 B           0 B             7  
                                            aten::slice         0.08%      70.662us         0.81%     738.371us     123.062us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6  
                                          aten::view_as         0.06%      51.799us         0.06%      55.123us      55.123us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              aten::add         0.05%      42.174us         0.55%     501.121us     250.560us       1.984us         0.05%       7.936us       3.968us           0 B           0 B     196.00 KB      98.00 KB             2  
                                  cudaStreamSynchronize         0.04%      34.076us         0.04%      34.076us       2.840us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12  
                                        cudaMemsetAsync         0.03%      28.324us         0.03%      28.324us       7.081us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
                                          aten::numpy_T         0.03%      25.466us         0.54%     491.406us     491.406us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                              aten::any         0.03%      23.911us         0.22%     199.057us     199.057us       0.000us         0.00%       4.865us       4.865us           0 B           0 B         512 B           0 B             1  
                                    aten::empty_strided         0.02%      21.925us         0.02%      21.925us      10.963us       0.000us         0.00%       0.000us       0.000us           4 B           4 B         512 B         512 B             2  
                                         aten::_to_copy         0.02%      21.128us         0.22%     200.463us     100.232us       0.000us         0.00%       4.769us       2.384us           4 B           0 B         512 B           0 B             2  
                                  cudaDeviceSynchronize         0.02%      19.571us         0.02%      19.571us       9.785us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                               aten::to         0.02%      19.089us         0.24%     219.552us     109.776us       0.000us         0.00%       4.769us       2.384us           4 B           0 B         512 B           0 B             2  
                                        aten::transpose         0.02%      18.996us         0.03%      24.740us      12.370us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                       aten::as_strided         0.02%      17.486us         0.02%      17.486us       2.498us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7  
                                            aten::zero_         0.02%      17.296us         2.50%       2.285ms       1.143ms       0.000us         0.00%       8.508us       4.254us           0 B           0 B           0 B           0 B             2  
                                             aten::full         0.02%      15.797us         0.63%     578.066us     289.033us       0.000us         0.00%       3.008us       1.504us           0 B           0 B     196.00 KB           0 B             2  
                              aten::_local_scalar_dense         0.02%      13.750us         0.03%      28.824us      28.824us       1.536us         0.04%       1.536us       1.536us           0 B           0 B           0 B           0 B             1  
                                               aten::mT         0.01%      11.876us         0.04%      36.616us      18.308us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                                 detach         0.01%      11.319us         0.01%      11.319us      11.319us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                             aten::item         0.01%      10.571us         0.04%      39.395us      39.395us       0.000us         0.00%       1.536us       1.536us           0 B           0 B           0 B           0 B             1  
                             aten::_linalg_check_errors         0.01%       8.956us         0.27%     247.408us     247.408us       0.000us         0.00%       6.401us       6.401us           0 B           0 B           0 B        -512 B             1  
                                      aten::as_strided_         0.01%       8.616us         0.01%       8.616us       8.616us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                               cudaFree         0.01%       6.023us         0.01%       6.023us       1.205us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5  
                                          aten::softmax         0.01%       5.949us         0.59%     538.942us     538.942us       0.000us         0.00%       4.672us       4.672us           0 B           0 B      98.00 KB           0 B             1  
                                       aten::empty_like         0.01%       5.336us         0.04%      39.390us      39.390us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      79.00 KB           0 B             1  
                                         aten::diagonal         0.01%       4.819us         0.01%       6.573us       6.573us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                             aten::view         0.00%       3.324us         0.00%       3.324us       3.324us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.00%       2.259us         0.01%      13.578us      13.578us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                 cudaDeviceGetAttribute         0.00%       2.104us         0.00%       2.104us       0.210us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            10  
                                     cudaGetDeviceCount         0.00%       0.205us         0.00%       0.205us       0.205us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.079us         0.05%       2.079us       2.079us           0 B           0 B           0 B           0 B             1  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       5.856us         0.15%       5.856us       2.928us           0 B           0 B           0 B           0 B             2  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       4.960us         0.13%       4.960us       1.240us           0 B           0 B           0 B           0 B             4  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.376us         0.14%       5.376us       1.344us           0 B           0 B           0 B           0 B             4  
void geqr2_smem_domino_fast<float, float, 8, 512>(in...         0.00%       0.000us         0.00%       0.000us       0.000us     388.478us        10.08%     388.478us     388.478us           0 B           0 B           0 B           0 B             1  
void batch_eye_kernel<float, 5, 3>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       4.640us         0.12%       4.640us       1.547us           0 B           0 B           0 B           0 B             3  
void ormtr_gemv_c<float, 4>(long, long, float const*...         0.00%       0.000us         0.00%       0.000us       0.000us     367.584us         9.54%     367.584us       2.872us           0 B           0 B           0 B           0 B           128  
void ormtr_gerc<float, 5, 3, 1>(int, float const*, l...         0.00%       0.000us         0.00%       0.000us       0.000us     367.705us         9.54%     367.705us       2.873us           0 B           0 B           0 B           0 B           128  
void reset_lowerA_kernel<float, 256>(long, float con...         0.00%       0.000us         0.00%       0.000us       0.000us       1.536us         0.04%       1.536us       1.536us           0 B           0 B           0 B           0 B             1  
void batch_FnrmA_stage1<float, float, 8>(long, long,...         0.00%       0.000us         0.00%       0.000us       0.000us       3.200us         0.08%       3.200us       3.200us           0 B           0 B           0 B           0 B             1  
void batch_FnrmA_stage2<float, 8>(long, float*, long...         0.00%       0.000us         0.00%       0.000us       0.000us       3.072us         0.08%       3.072us       3.072us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      16.354us         0.42%      16.354us       1.487us           0 B           0 B           0 B           0 B            11  
void lascl_kernel<float, float, 8>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.792us         0.05%       1.792us       1.792us           0 B           0 B           0 B           0 B             1  
void syevj_parallel_order_set_kernel<512>(long, int*...         0.00%       0.000us         0.00%       0.000us       0.000us      13.056us         0.34%      13.056us       6.528us           0 B           0 B           0 B           0 B             2  
void offA_stage1<float, float, 5, 3>(long, long, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      17.376us         0.45%      17.376us       2.172us           0 B           0 B           0 B           0 B             8  
            void offA_stage2<float, 5, 3>(long, float*)         0.00%       0.000us         0.00%       0.000us       0.000us      12.127us         0.31%      12.127us       1.516us           0 B           0 B           0 B           0 B             8  
void gesvdbj_batch_32x16<float, float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us       1.898ms        49.24%       1.898ms      38.728us           0 B           0 B           0 B           0 B            49  
void svd_column_rotate_batch<float, 5, 3>(long, int ...         0.00%       0.000us         0.00%       0.000us       0.000us     395.194us        10.25%     395.194us       4.033us           0 B           0 B           0 B           0 B            98  
void svd_row_rotate_batch_32x16<float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us     243.587us         6.32%     243.587us       4.971us           0 B           0 B           0 B           0 B            49  
void gesvdj_diagonal_kernel<float, float, 256>(long,...         0.00%       0.000us         0.00%       0.000us       0.000us       1.472us         0.04%       1.472us       1.472us           0 B           0 B           0 B           0 B             1  
void svd_col_scale_kernel<float, 256>(long, long, fl...         0.00%       0.000us         0.00%       0.000us       0.000us       1.632us         0.04%       1.632us       1.632us           0 B           0 B           0 B           0 B             1  
                void pegasus_set_identy<128>(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       1.184us         0.03%       1.184us       1.184us           0 B           0 B           0 B           0 B             1  
void pegasus_sortsign_by_key_local_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.080us         0.05%       2.080us       2.080us           0 B           0 B           0 B           0 B             1  
void pegasusIinclusive_localscan_core<256, 4>(int, i...         0.00%       0.000us         0.00%       0.000us       0.000us       1.824us         0.05%       1.824us       1.824us           0 B           0 B           0 B           0 B             1  
void pegasusIinclusive_scan_domino_v1_core<256, 4>(i...         0.00%       0.000us         0.00%       0.000us       0.000us       2.111us         0.05%       2.111us       2.111us           0 B           0 B           0 B           0 B             1  
void pegasusIinclusive_scan_merge_core<256, 4>(int, ...         0.00%       0.000us         0.00%       0.000us       0.000us       1.471us         0.04%       1.471us       1.471us           0 B           0 B           0 B           0 B             1  
void pegasus_sortsign_by_key_merge_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       1.632us         0.04%       1.632us       1.632us           0 B           0 B           0 B           0 B             1  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       7.296us         0.19%       7.296us       1.459us           0 B           0 B           0 B           0 B             5  
void pegasus_sortI32_by_oneCTA<256, false>(int, int,...         0.00%       0.000us         0.00%       0.000us       0.000us      11.424us         0.30%      11.424us      11.424us           0 B           0 B           0 B           0 B             1  
void colperm_kernel<float, float, 5, 4>(long, long, ...         0.00%       0.000us         0.00%       0.000us       0.000us       4.769us         0.12%       4.769us       2.385us           0 B           0 B           0 B           0 B             2  
void scal_kernel_val<float, float>(cublasScalParamsV...         0.00%       0.000us         0.00%       0.000us       0.000us       1.536us         0.04%       1.536us       1.536us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_32x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us      15.072us         0.39%      15.072us       7.536us           0 B           0 B           0 B           0 B             2  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       3.233us         0.08%       3.233us       3.233us           0 B           0 B           0 B           0 B             1  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       1.536us         0.04%       1.536us       1.536us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.775us         0.10%       3.775us       1.887us           0 B           0 B           0 B           0 B             2  
                         volta_sgemm_32x32_sliced1x4_nt         0.00%       0.000us         0.00%       0.000us       0.000us       6.848us         0.18%       6.848us       6.848us           0 B           0 B           0 B           0 B             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           8 B           8 B    -669.50 KB    -669.50 KB            11  
                                  volta_sgemm_128x32_nn         0.00%       0.000us         0.00%       0.000us       0.000us       9.152us         0.24%       9.152us       9.152us           0 B           0 B           0 B           0 B             1  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.880us         0.07%       2.880us       2.880us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       6.784us         0.18%       6.784us       6.784us           0 B           0 B           0 B           0 B             1  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       5.057us         0.13%       5.057us       2.529us           0 B           0 B           0 B           0 B             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.848us         0.07%       2.848us       2.848us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.984us         0.05%       1.984us       1.984us           0 B           0 B           0 B           0 B             1  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us       4.672us         0.12%       4.672us       4.672us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 91.576ms
Self CUDA time total: 3.854ms


--- Iteration 1 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        cudaMemcpyAsync        78.44%     224.777ms        78.44%     224.777ms      13.222ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            17  
                                    Command Buffer Full        18.90%      54.157ms        18.90%      54.157ms     305.971us     731.495ms     17348.59%     731.495ms       4.133ms           0 B           0 B           0 B           0 B           177  
                                       cudaLaunchKernel         0.95%       2.728ms        19.85%      56.885ms     111.322us       0.000us         0.00%     731.495ms       1.431ms           0 B           0 B           0 B           0 B           511  
                                Activity Buffer Request         0.73%       2.092ms         0.73%       2.092ms       2.092ms       2.208us         0.05%       2.208us       2.208us           0 B           0 B           0 B           0 B             1  
                                     PythonDispatchMode         0.43%       1.227ms        99.91%     286.290ms      19.086ms       0.000us         0.00%     735.713ms      49.048ms           0 B           8 B       2.41 MB           0 B            15  
                                      aten::_linalg_svd         0.19%     541.147us       198.57%     569.019ms     284.510ms       4.133ms        98.01%        1.471s     735.644ms           0 B          -4 B     415.00 KB      64.00 KB             2  
                                               aten::mm         0.09%     271.435us         0.38%       1.080ms     135.001us      47.872us         1.14%      95.744us      11.968us           0 B           0 B       1.28 MB     656.50 KB             8  
                                         aten::_softmax         0.03%      88.573us         0.07%     193.262us      96.631us       6.592us         0.16%      13.184us       6.592us           0 B           0 B     640.00 KB     320.00 KB             2  
                                            aten::copy_         0.02%      62.412us         0.04%     128.366us      25.673us      12.224us         0.29%      12.224us       2.445us           0 B           0 B           0 B           0 B             5  
                                            aten::slice         0.02%      48.833us         0.11%     324.877us      54.146us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6  
                                              aten::div         0.02%      47.730us         0.06%     185.191us      92.595us       2.591us         0.06%       5.182us       2.591us          -8 B          -8 B     640.00 KB     320.00 KB             2  
                                            aten::fill_         0.02%      44.931us         0.96%       2.760ms     919.843us       5.600us         0.13%       7.808us       2.603us           0 B           0 B           0 B           0 B             3  
                                  cudaStreamSynchronize         0.01%      33.956us         0.01%      33.956us       2.830us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12  
                                            aten::empty         0.01%      33.713us         0.01%      33.713us       8.428us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     471.50 KB     471.50 KB             4  
                                              aten::add         0.01%      32.423us         0.05%     137.101us      68.551us       2.912us         0.07%       5.824us       2.912us           0 B           0 B     640.00 KB     320.00 KB             2  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.01%      29.478us         0.01%      29.478us       3.685us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                            aten::zeros         0.01%      23.702us         0.97%       2.784ms       1.392ms       0.000us         0.00%       6.304us       3.152us           0 B           0 B       8.50 KB           0 B             2  
                                             aten::triu         0.01%      23.430us         0.04%     110.545us      55.272us       3.776us         0.09%       7.552us       3.776us           0 B           0 B     640.00 KB     320.00 KB             2  
                                        cudaMemsetAsync         0.01%      23.102us         0.01%      23.102us       5.775us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
                                              aten::any         0.01%      21.321us         0.03%      76.101us      76.101us       0.000us         0.00%       4.928us       4.928us           0 B           0 B         512 B           0 B             1  
                                           aten::matmul         0.01%      19.992us         0.27%     780.737us     195.184us       0.000us         0.00%      47.872us      11.968us           0 B           0 B     656.50 KB           0 B             4  
                                    aten::empty_strided         0.01%      17.559us         0.01%      17.559us       8.780us       0.000us         0.00%       0.000us       0.000us           4 B           4 B         512 B         512 B             2  
                                         aten::_to_copy         0.01%      16.596us         0.04%     104.739us      52.370us       0.000us         0.00%       5.216us       2.608us           4 B           0 B         512 B           0 B             2  
                                       aten::diag_embed         0.01%      16.454us         0.10%     275.523us     137.762us       0.000us         0.00%       7.552us       3.776us           0 B           0 B      16.00 KB           0 B             2  
                                  cudaDeviceSynchronize         0.01%      16.228us         0.01%      16.228us       8.114us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                             aten::full         0.00%      13.953us         0.06%     169.928us      84.964us       0.000us         0.00%       3.008us       1.504us           0 B           0 B     640.00 KB           0 B             2  
                                       aten::as_strided         0.00%      13.607us         0.00%      13.607us       1.944us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7  
                                          aten::permute         0.00%      12.774us         0.02%      64.622us      32.311us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                              aten::_local_scalar_dense         0.00%      12.177us         0.01%      25.822us      25.822us       2.144us         0.05%       2.144us       2.144us           0 B           0 B           0 B           0 B             1  
                                       aten::transpose_         0.00%      11.865us         0.01%      16.299us      16.299us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                            aten::zero_         0.00%       9.824us         0.96%       2.744ms       1.372ms       0.000us         0.00%       6.304us       3.152us           0 B           0 B           0 B           0 B             2  
                                       aten::linalg_svd         0.00%       9.406us        99.32%     284.614ms     284.614ms       0.000us         0.00%     735.644ms     735.644ms           0 B           0 B     207.50 KB           0 B             1  
                                               aten::to         0.00%       7.894us         0.04%     112.633us      56.316us       0.000us         0.00%       5.216us       2.608us           4 B           0 B         512 B           0 B             2  
                             aten::_linalg_check_errors         0.00%       7.283us         0.04%     112.210us     112.210us       0.000us         0.00%       7.072us       7.072us           0 B           0 B           0 B        -512 B             1  
                                        cudaEventRecord         0.00%       6.213us         0.00%       6.213us       6.213us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                        aten::transpose         0.00%       6.129us         0.00%       8.934us       4.467us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                          aten::softmax         0.00%       5.380us         0.06%     166.460us     166.460us       0.000us         0.00%       6.592us       6.592us           0 B           0 B     320.00 KB           0 B             1  
                                          aten::numpy_T         0.00%       5.358us         0.02%      62.525us      62.525us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                             aten::diag         0.00%       5.169us         0.06%     177.215us     177.215us       0.000us         0.00%       3.776us       3.776us           0 B           0 B       8.00 KB           0 B             1  
                                         aten::diagonal         0.00%       4.664us         0.00%       6.311us       6.311us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                      aten::as_strided_         0.00%       4.434us         0.00%       4.434us       4.434us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                            aten::clone         0.00%       4.357us         0.01%      37.750us      37.750us       0.000us         0.00%       3.456us       3.456us           0 B           0 B     143.00 KB           0 B             1  
                                                 detach         0.00%       4.153us         0.00%       4.153us       4.153us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                          aten::view_as         0.00%       3.759us         0.00%       6.904us       6.904us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                               aten::mT         0.00%       3.723us         0.00%      12.657us       6.329us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                             aten::view         0.00%       3.145us         0.00%       3.145us       3.145us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                       aten::empty_like         0.00%       3.138us         0.00%      10.288us      10.288us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     143.00 KB           0 B             1  
                                             aten::item         0.00%       3.004us         0.01%      28.826us      28.826us       0.000us         0.00%       2.144us       2.144us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.00%       2.493us         0.00%       6.646us       6.646us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.208us         0.05%       2.208us       2.208us           0 B           0 B           0 B           0 B             1  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       5.344us         0.13%       5.344us       2.672us           0 B           0 B           0 B           0 B             2  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       4.864us         0.12%       4.864us       1.216us           0 B           0 B           0 B           0 B             4  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.568us         0.13%       5.568us       1.392us           0 B           0 B           0 B           0 B             4  
void geqr2_smem_domino_fast<float, float, 8, 512>(in...         0.00%       0.000us         0.00%       0.000us       0.000us     435.325us        10.32%     435.325us     435.325us           0 B           0 B           0 B           0 B             1  
void batch_eye_kernel<float, 5, 3>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       4.770us         0.11%       4.770us       1.590us           0 B           0 B           0 B           0 B             3  
void ormtr_gemv_c<float, 4>(long, long, float const*...         0.00%       0.000us         0.00%       0.000us       0.000us     542.459us        12.87%     542.459us       4.238us           0 B           0 B           0 B           0 B           128  
void ormtr_gerc<float, 5, 3, 1>(int, float const*, l...         0.00%       0.000us         0.00%       0.000us       0.000us     422.905us        10.03%     422.905us       3.304us           0 B           0 B           0 B           0 B           128  
void reset_lowerA_kernel<float, 256>(long, float con...         0.00%       0.000us         0.00%       0.000us       0.000us       1.728us         0.04%       1.728us       1.728us           0 B           0 B           0 B           0 B             1  
void batch_FnrmA_stage1<float, float, 8>(long, long,...         0.00%       0.000us         0.00%       0.000us       0.000us       3.840us         0.09%       3.840us       3.840us           0 B           0 B           0 B           0 B             1  
void batch_FnrmA_stage2<float, 8>(long, float*, long...         0.00%       0.000us         0.00%       0.000us       0.000us       3.552us         0.08%       3.552us       3.552us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      17.213us         0.41%      17.213us       1.565us           0 B           0 B           0 B           0 B            11  
void lascl_kernel<float, float, 8>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       2.144us         0.05%       2.144us       2.144us           0 B           0 B           0 B           0 B             1  
void syevj_parallel_order_set_kernel<512>(long, int*...         0.00%       0.000us         0.00%       0.000us       0.000us      14.464us         0.34%      14.464us       7.232us           0 B           0 B           0 B           0 B             2  
