--- Iteration 0 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::empty         0.43%      64.738us         0.43%      64.738us       9.248us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     273.00 KB     273.00 KB             7  
                                              aten::div         0.33%      50.244us         1.16%     175.280us      87.640us       1.792us         0.02%       3.584us       1.792us          -8 B          -8 B     196.00 KB      98.00 KB             2  
                                        cudaMemsetAsync         0.32%      48.022us         0.32%      48.022us       6.003us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                              aten::any         0.31%      46.950us         1.13%     171.176us      85.588us       0.000us         0.00%       6.944us       3.472us           0 B           0 B       1.00 KB           0 B             2  
                                            aten::zeros         0.28%      42.652us        15.54%       2.349ms     587.216us       0.000us         0.00%       7.040us       1.760us           0 B           0 B      17.00 KB           0 B             4  
                                         aten::_to_copy         0.25%      37.073us         1.31%     198.694us      49.673us       0.000us         0.00%       7.392us       1.848us           8 B           0 B       1.00 KB           0 B             4  
                                              aten::add         0.23%      34.018us         0.89%     135.207us      67.603us       1.888us         0.02%       3.776us       1.888us           0 B           0 B     196.00 KB      98.00 KB             2  
                                       aten::diag_embed         0.22%      33.137us         2.99%     452.206us     113.052us       0.000us         0.00%      12.352us       3.088us           0 B           0 B      32.00 KB           0 B             4  
                                  cudaDeviceSynchronize         0.21%      32.279us         0.21%      32.279us      16.140us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::matmul         0.21%      32.086us         5.93%     897.033us     149.506us       0.000us         0.00%      40.768us       6.795us           0 B           0 B     391.00 KB           0 B             6  
                              aten::_local_scalar_dense         0.21%      31.366us         0.42%      63.198us      31.599us       2.816us         0.04%       2.816us       1.408us           0 B           0 B           0 B           0 B             2  
                                    aten::empty_strided         0.18%      27.491us         0.18%      27.491us       6.873us       0.000us         0.00%       0.000us       0.000us           8 B           8 B       1.00 KB       1.00 KB             4  
                                             aten::triu         0.18%      27.225us         0.96%     145.736us      72.868us       2.785us         0.04%       5.570us       2.785us           0 B           0 B     196.00 KB      98.00 KB             2  
                                       aten::linalg_svd         0.17%      25.379us        84.76%      12.812ms       6.406ms       0.000us         0.00%       7.609ms       3.805ms           0 B           0 B     287.00 KB           0 B             2  
                                            aten::zero_         0.16%      24.196us        15.00%       2.268ms     566.966us       0.000us         0.00%       7.040us       1.760us           0 B           0 B           0 B           0 B             4  
                                       aten::as_strided         0.16%      23.553us         0.16%      23.553us       1.812us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            13  
                                        aten::transpose         0.15%      23.037us         0.22%      32.668us       8.167us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
                                            aten::clone         0.15%      22.433us         0.82%     124.200us      62.100us       0.000us         0.00%       4.960us       2.480us           0 B           0 B     158.00 KB           0 B             2  
                             aten::_linalg_check_errors         0.14%      21.050us         1.76%     265.790us     132.895us       0.000us         0.00%       9.760us       4.880us           0 B           0 B           0 B      -1.00 KB             2  
                                               aten::to         0.13%      20.108us         1.45%     218.802us      54.701us       0.000us         0.00%       7.392us       1.848us           8 B           0 B       1.00 KB           0 B             4  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.13%      19.871us         0.13%      19.871us       4.968us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
                                             aten::full         0.11%      16.320us         1.15%     173.212us      86.606us       0.000us         0.00%       2.624us       1.312us           0 B           0 B     196.00 KB           0 B             2  
                                       aten::transpose_         0.10%      14.468us         0.16%      23.971us      11.985us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                             aten::diag         0.09%      14.227us         1.91%     289.268us     144.634us       0.000us         0.00%       6.176us       3.088us           0 B           0 B      16.00 KB           0 B             2  
                                          aten::permute         0.09%      13.800us         0.51%      76.688us      38.344us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                          aten::softmax         0.08%      11.581us         1.12%     169.528us     169.528us       0.000us         0.00%       3.264us       3.264us           0 B           0 B      98.00 KB           0 B             1  
                                               aten::mT         0.07%      11.142us         0.29%      43.810us      10.952us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
                                          aten::numpy_T         0.07%      11.112us         0.53%      80.251us      80.251us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                             aten::item         0.07%      10.366us         0.49%      73.564us      36.782us       0.000us         0.00%       2.816us       1.408us           0 B           0 B           0 B           0 B             2  
                                      aten::as_strided_         0.06%       9.503us         0.06%       9.503us       4.751us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                          aten::view_as         0.06%       8.945us         0.09%      13.512us       6.756us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                         aten::diagonal         0.06%       8.931us         0.08%      11.616us       5.808us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                       aten::empty_like         0.05%       7.885us         0.16%      24.076us      12.038us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     158.00 KB           0 B             2  
                                             aten::view         0.03%       4.567us         0.03%       4.567us       2.284us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                                 detach         0.03%       4.128us         0.03%       4.128us       4.128us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.01%       2.153us         0.04%       6.281us       6.281us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.880us         0.04%       2.880us       1.440us           0 B           0 B           0 B           0 B             2  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       8.448us         0.11%       8.448us       2.112us           0 B           0 B           0 B           0 B             4  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       9.023us         0.12%       9.023us       1.128us           0 B           0 B           0 B           0 B             8  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      10.111us         0.13%      10.111us       1.264us           0 B           0 B           0 B           0 B             8  
void geqr2_smem_domino_fast<float, float, 8, 512>(in...         0.00%       0.000us         0.00%       0.000us       0.000us     770.588us        10.05%     770.588us     385.294us           0 B           0 B           0 B           0 B             2  
void batch_eye_kernel<float, 5, 3>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       8.448us         0.11%       8.448us       1.408us           0 B           0 B           0 B           0 B             6  
void ormtr_gemv_c<float, 4>(long, long, float const*...         0.00%       0.000us         0.00%       0.000us       0.000us     736.571us         9.61%     736.571us       2.877us           0 B           0 B           0 B           0 B           256  
void ormtr_gerc<float, 5, 3, 1>(int, float const*, l...         0.00%       0.000us         0.00%       0.000us       0.000us     740.834us         9.66%     740.834us       2.894us           0 B           0 B           0 B           0 B           256  
void reset_lowerA_kernel<float, 256>(long, float con...         0.00%       0.000us         0.00%       0.000us       0.000us       3.007us         0.04%       3.007us       1.504us           0 B           0 B           0 B           0 B             2  
void batch_FnrmA_stage1<float, float, 8>(long, long,...         0.00%       0.000us         0.00%       0.000us       0.000us       6.273us         0.08%       6.273us       3.137us           0 B           0 B           0 B           0 B             2  
void batch_FnrmA_stage2<float, 8>(long, float*, long...         0.00%       0.000us         0.00%       0.000us       0.000us       5.375us         0.07%       5.375us       2.687us           0 B           0 B           0 B           0 B             2  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      31.232us         0.41%      31.232us       1.420us           0 B           0 B           0 B           0 B            22  
void lascl_kernel<float, float, 8>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       3.487us         0.05%       3.487us       1.743us           0 B           0 B           0 B           0 B             2  
void syevj_parallel_order_set_kernel<512>(long, int*...         0.00%       0.000us         0.00%       0.000us       0.000us      26.175us         0.34%      26.175us       6.544us           0 B           0 B           0 B           0 B             4  
void offA_stage1<float, float, 5, 3>(long, long, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      34.434us         0.45%      34.434us       2.152us           0 B           0 B           0 B           0 B            16  
            void offA_stage2<float, 5, 3>(long, float*)         0.00%       0.000us         0.00%       0.000us       0.000us      23.615us         0.31%      23.615us       1.476us           0 B           0 B           0 B           0 B            16  
void gesvdbj_batch_32x16<float, float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us       3.817ms        49.80%       3.817ms      38.954us           0 B           0 B           0 B           0 B            98  
void svd_column_rotate_batch<float, 5, 3>(long, int ...         0.00%       0.000us         0.00%       0.000us       0.000us     787.353us        10.27%     787.353us       4.017us           0 B           0 B           0 B           0 B           196  
void svd_row_rotate_batch_32x16<float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us     491.204us         6.41%     491.204us       5.012us           0 B           0 B           0 B           0 B            98  
void gesvdj_diagonal_kernel<float, float, 256>(long,...         0.00%       0.000us         0.00%       0.000us       0.000us       2.944us         0.04%       2.944us       1.472us           0 B           0 B           0 B           0 B             2  
void svd_col_scale_kernel<float, 256>(long, long, fl...         0.00%       0.000us         0.00%       0.000us       0.000us       3.200us         0.04%       3.200us       1.600us           0 B           0 B           0 B           0 B             2  
                void pegasus_set_identy<128>(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       2.369us         0.03%       2.369us       1.184us           0 B           0 B           0 B           0 B             2  
void pegasus_sortsign_by_key_local_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       4.128us         0.05%       4.128us       2.064us           0 B           0 B           0 B           0 B             2  
void pegasusIinclusive_localscan_core<256, 4>(int, i...         0.00%       0.000us         0.00%       0.000us       0.000us       3.456us         0.05%       3.456us       1.728us           0 B           0 B           0 B           0 B             2  
void pegasusIinclusive_scan_domino_v1_core<256, 4>(i...         0.00%       0.000us         0.00%       0.000us       0.000us       4.225us         0.06%       4.225us       2.112us           0 B           0 B           0 B           0 B             2  
void pegasusIinclusive_scan_merge_core<256, 4>(int, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.720us         0.04%       2.720us       1.360us           0 B           0 B           0 B           0 B             2  
void pegasus_sortsign_by_key_merge_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       3.072us         0.04%       3.072us       1.536us           0 B           0 B           0 B           0 B             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      12.863us         0.17%      12.863us       1.286us           0 B           0 B           0 B           0 B            10  
void pegasus_sortI32_by_oneCTA<256, false>(int, int,...         0.00%       0.000us         0.00%       0.000us       0.000us      22.752us         0.30%      22.752us      11.376us           0 B           0 B           0 B           0 B             2  
void colperm_kernel<float, float, 5, 4>(long, long, ...         0.00%       0.000us         0.00%       0.000us       0.000us       9.440us         0.12%       9.440us       2.360us           0 B           0 B           0 B           0 B             4  
void scal_kernel_val<float, float>(cublasScalParamsV...         0.00%       0.000us         0.00%       0.000us       0.000us       3.008us         0.04%       3.008us       1.504us           0 B           0 B           0 B           0 B             2  
                         volta_sgemm_32x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us      19.424us         0.25%      19.424us       6.475us           0 B           0 B           0 B           0 B             3  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.416us         0.06%       4.416us       2.208us           0 B           0 B           0 B           0 B             2  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       2.816us         0.04%       2.816us       1.408us           0 B           0 B           0 B           0 B             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.000us         0.05%       4.000us       1.333us           0 B           0 B           0 B           0 B             3  
                         volta_sgemm_32x32_sliced1x4_nt         0.00%       0.000us         0.00%       0.000us       0.000us      11.968us         0.16%      11.968us       5.984us           0 B           0 B           0 B           0 B             2  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           8 B           8 B    -849.00 KB    -849.00 KB            16  
                                  volta_sgemm_128x32_nn         0.00%       0.000us         0.00%       0.000us       0.000us      12.160us         0.16%      12.160us       6.080us           0 B           0 B           0 B           0 B             2  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.785us         0.04%       2.785us       2.785us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       6.624us         0.09%       6.624us       6.624us           0 B           0 B           0 B           0 B             1  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       4.128us         0.05%       4.128us       2.064us           0 B           0 B           0 B           0 B             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.792us         0.02%       1.792us       1.792us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.888us         0.02%       1.888us       1.888us           0 B           0 B           0 B           0 B             1  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us       3.264us         0.04%       3.264us       3.264us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 15.116ms
Self CUDA time total: 7.666ms


--- Iteration 1 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       cudaLaunchKernel        41.02%       6.939ms        41.02%       6.939ms       6.843us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1014  
                                        cudaMemcpyAsync        24.21%       4.095ms        24.21%       4.095ms     120.445us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34  
                                     PythonDispatchMode        10.18%       1.723ms        97.82%      16.548ms     752.189us       0.000us         0.00%       8.108ms     368.568us           0 B           8 B       2.83 MB           0 B            22  
                                Activity Buffer Request         8.62%       1.459ms         8.62%       1.459ms       1.459ms       1.952us         0.02%       1.952us       1.952us           0 B           0 B           0 B           0 B             1  
                                      aten::_linalg_svd         7.02%       1.187ms       168.93%      28.577ms       7.144ms       7.999ms        98.67%      16.051ms       4.013ms           0 B          -8 B     832.00 KB     127.50 KB             4  
                                               aten::mm         1.63%     276.084us         7.44%       1.259ms     104.926us      57.662us         0.71%     115.324us       9.610us           0 B           0 B       1.67 MB     853.50 KB            12  
                                            aten::copy_         0.76%     128.535us         1.57%     265.486us      26.549us      21.728us         0.27%      21.728us       2.173us           0 B           0 B           0 B           0 B            10  
                                            aten::fill_         0.55%      93.264us        20.96%       3.545ms     709.009us       8.063us         0.10%      10.015us       2.003us           0 B           0 B           0 B           0 B             5  
                                         aten::_softmax         0.52%      87.541us         1.12%     190.152us      95.076us       6.784us         0.08%      13.568us       6.784us           0 B           0 B     644.00 KB     322.00 KB             2  
                                            aten::slice         0.49%      82.168us         2.57%     434.556us      36.213us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12  
                                            aten::empty         0.44%      74.243us         0.44%      74.243us      10.606us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     626.00 KB     626.00 KB             7  
                                  cudaStreamSynchronize         0.40%      67.323us         0.40%      67.323us       2.805us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24  
                                              aten::div         0.28%      47.843us         1.05%     177.061us      88.531us       2.816us         0.03%       5.632us       2.816us          -8 B          -8 B     644.00 KB     322.00 KB             2  
                                        cudaMemsetAsync         0.28%      47.039us         0.28%      47.039us       5.880us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                              aten::any         0.25%      42.095us         0.95%     160.159us      80.080us       0.000us         0.00%       8.416us       4.208us           0 B           0 B       1.00 KB           0 B             2  
                                            aten::zeros         0.21%      35.699us        21.41%       3.622ms     905.413us       0.000us         0.00%       8.576us       2.144us           0 B           0 B      17.00 KB           0 B             4  
                                         aten::_to_copy         0.20%      33.633us         1.11%     188.205us      47.051us       0.000us         0.00%       8.384us       2.096us           8 B           0 B       1.00 KB           0 B             4  
                                    aten::empty_strided         0.19%      32.532us         0.19%      32.532us       8.133us       0.000us         0.00%       0.000us       0.000us           8 B           8 B       1.00 KB       1.00 KB             4  
                                       aten::diag_embed         0.18%      31.239us         2.60%     440.597us     110.149us       0.000us         0.00%      13.504us       3.376us           0 B           0 B      32.00 KB           0 B             4  
                                             aten::triu         0.18%      30.967us         0.86%     145.342us      72.671us       4.288us         0.05%       8.576us       4.288us           0 B           0 B     644.00 KB     322.00 KB             2  
                                           aten::matmul         0.18%      30.377us         5.72%     968.280us     161.380us       0.000us         0.00%      57.662us       9.610us           0 B           0 B     853.50 KB           0 B             6  
                                              aten::add         0.18%      29.704us         0.79%     133.189us      66.594us       3.392us         0.04%       6.784us       3.392us           0 B           0 B     644.00 KB     322.00 KB             2  
                                       aten::linalg_svd         0.16%      27.393us        85.80%      14.515ms       7.258ms       0.000us         0.00%       8.025ms       4.013ms           0 B           0 B     416.00 KB           0 B             2  
                                       aten::as_strided         0.15%      25.961us         0.15%      25.961us       1.997us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            13  
                                  cudaDeviceSynchronize         0.14%      23.974us         0.14%      23.974us      11.987us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                              aten::_local_scalar_dense         0.13%      22.094us         0.30%      50.121us      25.060us       2.943us         0.04%       2.943us       1.471us           0 B           0 B           0 B           0 B             2  
                                            aten::zero_         0.12%      20.554us        20.93%       3.540ms     885.120us       0.000us         0.00%       8.576us       2.144us           0 B           0 B           0 B           0 B             4  
                                        aten::transpose         0.12%      20.095us         0.18%      30.924us       7.731us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.10%      17.613us         0.10%      17.613us       3.523us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5  
                             aten::_linalg_check_errors         0.09%      15.785us         1.38%     234.234us     117.117us       0.000us         0.00%      11.359us       5.679us           0 B           0 B         512 B        -512 B             2  
                                            aten::clone         0.09%      15.647us         0.68%     114.793us      57.397us       0.000us         0.00%       6.720us       3.360us           0 B           0 B     287.00 KB           0 B             2  
                                          aten::permute         0.09%      15.586us         0.53%      89.028us      44.514us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                             aten::full         0.09%      15.211us         1.12%     190.269us      95.135us       0.000us         0.00%       2.878us       1.439us           0 B           0 B     644.00 KB           0 B             2  
                                               aten::to         0.09%      15.081us         1.20%     203.286us      50.822us       0.000us         0.00%       8.384us       2.096us           8 B           0 B       1.00 KB           0 B             4  
                                        cudaEventRecord         0.06%      10.315us         0.06%      10.315us       5.158us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                             aten::diag         0.06%      10.123us         1.67%     283.160us     141.580us       0.000us         0.00%       6.752us       3.376us           0 B           0 B      16.00 KB           0 B             2  
                                         aten::diagonal         0.06%       9.841us         0.07%      12.498us       6.249us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                               aten::mT         0.06%       9.552us         0.24%      40.476us      10.119us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
                                       aten::transpose_         0.06%       9.522us         0.11%      18.914us       9.457us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                      aten::as_strided_         0.06%       9.392us         0.06%       9.392us       4.696us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                       aten::empty_like         0.05%       9.036us         0.16%      26.873us      13.437us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     287.00 KB           0 B             2  
                                             aten::item         0.05%       8.169us         0.34%      58.290us      29.145us       0.000us         0.00%       2.943us       1.471us           0 B           0 B           0 B           0 B             2  
                                          aten::numpy_T         0.05%       7.625us         0.52%      88.496us      88.496us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                          aten::view_as         0.04%       6.891us         0.07%      12.080us       6.040us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                          aten::softmax         0.04%       6.309us         1.00%     168.514us     168.514us       0.000us         0.00%       6.784us       6.784us           0 B           0 B     322.00 KB           0 B             1  
                                             aten::view         0.03%       5.189us         0.03%       5.189us       2.595us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                                 detach         0.02%       4.201us         0.02%       4.201us       4.201us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.01%       2.518us         0.04%       6.719us       6.719us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.456us         0.04%       3.456us       1.728us           0 B           0 B           0 B           0 B             2  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      10.304us         0.13%      10.304us       2.576us           0 B           0 B           0 B           0 B             4  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       8.928us         0.11%       8.928us       1.116us           0 B           0 B           0 B           0 B             8  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      10.176us         0.13%      10.176us       1.272us           0 B           0 B           0 B           0 B             8  
void geqr2_smem_domino_fast<float, float, 8, 512>(in...         0.00%       0.000us         0.00%       0.000us       0.000us     843.291us        10.40%     843.291us     421.645us           0 B           0 B           0 B           0 B             2  
void batch_eye_kernel<float, 5, 3>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       8.895us         0.11%       8.895us       1.482us           0 B           0 B           0 B           0 B             6  
void ormtr_gemv_c<float, 4>(long, long, float const*...         0.00%       0.000us         0.00%       0.000us       0.000us       1.080ms        13.32%       1.080ms       4.217us           0 B           0 B           0 B           0 B           256  
void ormtr_gerc<float, 5, 3, 1>(int, float const*, l...         0.00%       0.000us         0.00%       0.000us       0.000us     844.995us        10.42%     844.995us       3.301us           0 B           0 B           0 B           0 B           256  
void reset_lowerA_kernel<float, 256>(long, float con...         0.00%       0.000us         0.00%       0.000us       0.000us       3.200us         0.04%       3.200us       1.600us           0 B           0 B           0 B           0 B             2  
void batch_FnrmA_stage1<float, float, 8>(long, long,...         0.00%       0.000us         0.00%       0.000us       0.000us       7.552us         0.09%       7.552us       3.776us           0 B           0 B           0 B           0 B             2  
void batch_FnrmA_stage2<float, 8>(long, float*, long...         0.00%       0.000us         0.00%       0.000us       0.000us       6.720us         0.08%       6.720us       3.360us           0 B           0 B           0 B           0 B             2  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      31.616us         0.39%      31.616us       1.437us           0 B           0 B           0 B           0 B            22  
void lascl_kernel<float, float, 8>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       4.000us         0.05%       4.000us       2.000us           0 B           0 B           0 B           0 B             2  
void syevj_parallel_order_set_kernel<512>(long, int*...         0.00%       0.000us         0.00%       0.000us       0.000us      27.488us         0.34%      27.488us       6.872us           0 B           0 B           0 B           0 B             4  
void offA_stage1<float, float, 5, 3>(long, long, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      35.262us         0.43%      35.262us       2.204us           0 B           0 B           0 B           0 B            16  
            void offA_stage2<float, 5, 3>(long, float*)         0.00%       0.000us         0.00%       0.000us       0.000us      24.353us         0.30%      24.353us       1.522us           0 B           0 B           0 B           0 B            16  
void gesvdbj_batch_32x16<float, float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us       3.705ms        45.70%       3.705ms      37.805us           0 B           0 B           0 B           0 B            98  
void svd_column_rotate_batch<float, 5, 3>(long, int ...         0.00%       0.000us         0.00%       0.000us       0.000us     777.958us         9.60%     777.958us       3.969us           0 B           0 B           0 B           0 B           196  
void svd_row_rotate_batch_32x16<float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us     483.485us         5.96%     483.485us       4.934us           0 B           0 B           0 B           0 B            98  
void gesvdj_diagonal_kernel<float, float, 256>(long,...         0.00%       0.000us         0.00%       0.000us       0.000us       3.136us         0.04%       3.136us       1.568us           0 B           0 B           0 B           0 B             2  
void svd_col_scale_kernel<float, 256>(long, long, fl...         0.00%       0.000us         0.00%       0.000us       0.000us       3.424us         0.04%       3.424us       1.712us           0 B           0 B           0 B           0 B             2  
                void pegasus_set_identy<128>(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       2.560us         0.03%       2.560us       1.280us           0 B           0 B           0 B           0 B             2  
