--- Iteration 0 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::copy_         0.58%     107.274us         1.13%     208.728us      41.746us       9.472us         0.21%       9.472us       1.894us           0 B           0 B           0 B           0 B             5  
                                            aten::slice         0.39%      72.632us         2.09%     386.757us      38.676us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            10  
                                            aten::fill_         0.36%      66.031us         0.77%     142.475us      47.492us       4.160us         0.09%       4.160us       1.387us           0 B           0 B           0 B           0 B             3  
                                              aten::div         0.33%      60.655us         1.11%     206.153us     103.076us       1.824us         0.04%       3.648us       1.824us          -8 B          -8 B     196.00 KB      98.00 KB             2  
                                          aten::permute         0.28%      52.715us         1.79%     331.627us      33.163us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            10  
                                              aten::add         0.27%      50.870us         6.55%       1.213ms     606.664us       1.952us         0.04%       3.904us       1.952us           0 B           0 B     196.00 KB      98.00 KB             2  
                                           aten::matmul         0.23%      42.447us         5.05%     935.884us     187.177us       0.000us         0.00%      34.655us       6.931us           0 B           0 B     363.00 KB           0 B             5  
                                            aten::empty         0.21%      39.791us         0.21%      39.791us       9.948us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     264.50 KB     264.50 KB             4  
                                              aten::any         0.19%      35.293us         0.63%     116.208us     116.208us       0.000us         0.00%       3.520us       3.520us           0 B           0 B         512 B           0 B             1  
                                             aten::triu         0.18%      34.150us         6.72%       1.245ms     622.696us       2.752us         0.06%       5.504us       2.752us           0 B           0 B     196.00 KB      98.00 KB             2  
                                  cudaStreamSynchronize         0.17%      31.483us         0.17%      31.483us       2.624us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.17%      31.075us         0.17%      31.075us       1.828us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            17  
                                         aten::_to_copy         0.16%      29.010us         0.73%     134.503us      67.251us       0.000us         0.00%       3.616us       1.808us           4 B           0 B         512 B           0 B             2  
                                            aten::zeros         0.15%      28.143us         1.00%     184.918us      92.459us       0.000us         0.00%       2.880us       1.440us           0 B           0 B       8.50 KB           0 B             2  
                                       aten::diag_embed         0.15%      27.436us         1.68%     311.057us     155.529us       0.000us         0.00%       6.528us       3.264us           0 B           0 B      16.00 KB           0 B             2  
                                            aten::zero_         0.13%      24.413us         0.75%     139.057us      69.529us       0.000us         0.00%       2.880us       1.440us           0 B           0 B           0 B           0 B             2  
                                            aten::clone         0.12%      22.891us         0.60%     111.458us     111.458us       0.000us         0.00%       2.688us       2.688us           0 B           0 B     158.00 KB           0 B             1  
                                          aten::numpy_T         0.12%      22.617us         1.75%     323.765us      64.753us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5  
                             aten::_linalg_check_errors         0.12%      22.391us         1.05%     194.894us     194.894us       0.000us         0.00%       4.928us       4.928us           0 B           0 B           0 B        -512 B             1  
                                  cudaDeviceSynchronize         0.12%      21.921us         0.12%      21.921us      10.961us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                       aten::as_strided         0.11%      21.118us         0.11%      21.118us       1.624us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            13  
                                               aten::to         0.11%      20.651us         0.84%     155.154us      77.577us       0.000us         0.00%       3.616us       1.808us           4 B           0 B         512 B           0 B             2  
                              aten::_local_scalar_dense         0.11%      20.192us         0.25%      45.503us      45.503us       1.408us         0.03%       1.408us       1.408us           0 B           0 B           0 B           0 B             1  
                                        cudaMemsetAsync         0.11%      19.618us         0.11%      19.618us       4.905us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
                                               aten::mT         0.09%      16.175us         0.18%      33.828us      16.914us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                         cudaEventQuery         0.08%      14.663us         0.08%      14.663us      14.663us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                    aten::empty_strided         0.08%      14.510us         0.08%      14.510us       7.255us       0.000us         0.00%       0.000us       0.000us           4 B           4 B         512 B         512 B             2  
                                        aten::transpose         0.08%      13.994us         0.10%      17.653us       8.827us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                       aten::linalg_svd         0.07%      13.801us        60.33%      11.174ms      11.174ms       0.000us         0.00%      67.557ms      67.557ms           0 B           0 B     257.00 KB           0 B             1  
                                             aten::full         0.07%      12.976us         0.97%     179.749us      89.874us       0.000us         0.00%       2.560us       1.280us           0 B           0 B     196.00 KB           0 B             2  
                                          aten::softmax         0.07%      12.706us         1.34%     247.256us     247.256us       0.000us         0.00%       3.264us       3.264us           0 B           0 B      98.00 KB           0 B             1  
                                             aten::item         0.06%      10.792us         0.30%      56.295us      56.295us       0.000us         0.00%       1.408us       1.408us           0 B           0 B           0 B           0 B             1  
                                        cudaEventRecord         0.05%       9.657us         0.05%       9.657us       1.931us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5  
                                             aten::diag         0.05%       9.294us         1.04%     193.398us     193.398us       0.000us         0.00%       3.264us       3.264us           0 B           0 B       8.00 KB           0 B             1  
                                       aten::transpose_         0.04%       8.154us         0.07%      12.649us      12.649us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                      aten::as_strided_         0.02%       4.495us         0.02%       4.495us       4.495us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                         aten::diagonal         0.02%       4.091us         0.03%       5.496us       5.496us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                          aten::view_as         0.02%       3.611us         0.03%       6.397us       6.397us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                                 detach         0.02%       3.495us         0.02%       3.495us       3.495us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                       aten::empty_like         0.02%       3.050us         0.07%      13.682us      13.682us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     158.00 KB           0 B             1  
                                             aten::view         0.02%       2.786us         0.02%       2.786us       2.786us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.01%       2.040us         0.03%       5.535us       5.535us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       2.464us         0.05%       2.464us       2.464us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.472us         0.03%       1.472us       1.472us           0 B           0 B           0 B           0 B             1  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       4.544us         0.10%       4.544us       2.272us           0 B           0 B           0 B           0 B             2  
void transpose_readWrite_alignment_kernel<float, flo...         0.00%       0.000us         0.00%       0.000us       0.000us       3.456us         0.08%       3.456us       3.456us           0 B           0 B           0 B           0 B             1  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       4.640us         0.10%       4.640us       1.160us           0 B           0 B           0 B           0 B             4  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.087us         0.11%       5.087us       1.272us           0 B           0 B           0 B           0 B             4  
void geqr2_smem_domino_fast<float, float, 8, 512>(in...         0.00%       0.000us         0.00%       0.000us       0.000us     510.204us        11.18%     510.204us     510.204us           0 B           0 B           0 B           0 B             1  
void batch_eye_kernel<float, 5, 3>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       4.544us         0.10%       4.544us       1.515us           0 B           0 B           0 B           0 B             3  
void setup_vhat_l_kernel<float, 16>(long, long, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       6.240us         0.14%       6.240us       1.560us           0 B           0 B           0 B           0 B             4  
void larft_vtv_32<float, 128>(long, long, float cons...         0.00%       0.000us         0.00%       0.000us       0.000us       2.656us         0.06%       2.656us       2.656us           0 B           0 B           0 B           0 B             1  
void larft_T_32<float, 256>(int, float*, int, long, ...         0.00%       0.000us         0.00%       0.000us       0.000us      11.904us         0.26%      11.904us      11.904us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us      27.104us         0.59%      27.104us       6.776us           0 B           0 B           0 B           0 B             4  
                                  volta_sgemm_128x32_nn         0.00%       0.000us         0.00%       0.000us       0.000us      22.848us         0.50%      22.848us       5.712us           0 B           0 B           0 B           0 B             4  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      14.495us         0.32%      14.495us       2.071us           0 B           0 B           0 B           0 B             7  
void larft_T_64_batch<float>(int, float*, int, long,...         0.00%       0.000us         0.00%       0.000us       0.000us      14.176us         0.31%      14.176us      14.176us           0 B           0 B           0 B           0 B             1  
                         volta_sgemm_32x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us      34.942us         0.77%      34.942us       5.824us           0 B           0 B           0 B           0 B             6  
void reset_lowerA_kernel<float, 256>(long, float con...         0.00%       0.000us         0.00%       0.000us       0.000us       1.632us         0.04%       1.632us       1.632us           0 B           0 B           0 B           0 B             1  
void batch_FnrmA_stage1<float, float, 8>(long, long,...         0.00%       0.000us         0.00%       0.000us       0.000us       3.328us         0.07%       3.328us       3.328us           0 B           0 B           0 B           0 B             1  
void batch_FnrmA_stage2<float, 8>(long, float*, long...         0.00%       0.000us         0.00%       0.000us       0.000us       3.008us         0.07%       3.008us       3.008us           0 B           0 B           0 B           0 B             1  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      15.807us         0.35%      15.807us       1.437us           0 B           0 B           0 B           0 B            11  
void lascl_kernel<float, float, 8>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.887us         0.04%       1.887us       1.887us           0 B           0 B           0 B           0 B             1  
void syevj_parallel_order_set_kernel<512>(long, int*...         0.00%       0.000us         0.00%       0.000us       0.000us      13.855us         0.30%      13.855us       6.927us           0 B           0 B           0 B           0 B             2  
void offA_stage1<float, float, 5, 3>(long, long, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      18.622us         0.41%      18.622us       2.328us           0 B           0 B           0 B           0 B             8  
            void offA_stage2<float, 5, 3>(long, float*)         0.00%       0.000us         0.00%       0.000us       0.000us      12.095us         0.26%      12.095us       1.512us           0 B           0 B           0 B           0 B             8  
void gesvdbj_batch_32x16<float, float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us       2.521ms        55.22%       2.521ms      40.010us           0 B           0 B           0 B           0 B            63  
void svd_column_rotate_batch<float, 5, 3>(long, int ...         0.00%       0.000us         0.00%       0.000us       0.000us     789.272us        17.29%     789.272us       6.264us           0 B           0 B           0 B           0 B           126  
void svd_row_rotate_batch_32x16<float>(long, int con...         0.00%       0.000us         0.00%       0.000us       0.000us     452.797us         9.92%     452.797us       7.187us           0 B           0 B           0 B           0 B            63  
void gesvdj_diagonal_kernel<float, float, 256>(long,...         0.00%       0.000us         0.00%       0.000us       0.000us       1.472us         0.03%       1.472us       1.472us           0 B           0 B           0 B           0 B             1  
void svd_col_scale_kernel<float, 256>(long, long, fl...         0.00%       0.000us         0.00%       0.000us       0.000us       1.728us         0.04%       1.728us       1.728us           0 B           0 B           0 B           0 B             1  
                void pegasus_set_identy<128>(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       1.184us         0.03%       1.184us       1.184us           0 B           0 B           0 B           0 B             1  
void pegasus_sortsign_by_key_local_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.080us         0.05%       2.080us       2.080us           0 B           0 B           0 B           0 B             1  
void pegasusIinclusive_localscan_core<256, 4>(int, i...         0.00%       0.000us         0.00%       0.000us       0.000us       1.824us         0.04%       1.824us       1.824us           0 B           0 B           0 B           0 B             1  
void pegasusIinclusive_scan_domino_v1_core<256, 4>(i...         0.00%       0.000us         0.00%       0.000us       0.000us       2.113us         0.05%       2.113us       2.113us           0 B           0 B           0 B           0 B             1  
void pegasusIinclusive_scan_merge_core<256, 4>(int, ...         0.00%       0.000us         0.00%       0.000us       0.000us       1.439us         0.03%       1.439us       1.439us           0 B           0 B           0 B           0 B             1  
void pegasus_sortsign_by_key_merge_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       1.665us         0.04%       1.665us       1.665us           0 B           0 B           0 B           0 B             1  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       6.625us         0.15%       6.625us       1.325us           0 B           0 B           0 B           0 B             5  
void pegasus_sortI32_by_oneCTA<256, false>(int, int,...         0.00%       0.000us         0.00%       0.000us       0.000us      11.456us         0.25%      11.456us      11.456us           0 B           0 B           0 B           0 B             1  
void colperm_kernel<float, float, 5, 4>(long, long, ...         0.00%       0.000us         0.00%       0.000us       0.000us       5.312us         0.12%       5.312us       2.656us           0 B           0 B           0 B           0 B             2  
void scal_kernel_val<float, float>(cublasScalParamsV...         0.00%       0.000us         0.00%       0.000us       0.000us       1.504us         0.03%       1.504us       1.504us           0 B           0 B           0 B           0 B             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       2.208us         0.05%       2.208us       2.208us           0 B           0 B           0 B           0 B             1  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       1.408us         0.03%       1.408us       1.408us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.688us         0.06%       2.688us       1.344us           0 B           0 B           0 B           0 B             2  
                         volta_sgemm_32x32_sliced1x4_nt         0.00%       0.000us         0.00%       0.000us       0.000us       6.815us         0.15%       6.815us       6.815us           0 B           0 B           0 B           0 B             1  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.752us         0.06%       2.752us       2.752us           0 B           0 B           0 B           0 B             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           8 B           8 B    -941.00 KB    -941.00 KB            12  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.824us         0.04%       1.824us       1.824us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.952us         0.04%       1.952us       1.952us           0 B           0 B           0 B           0 B             1  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us       3.264us         0.07%       3.264us       3.264us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 18.521ms
Self CUDA time total: 4.565ms


--- Iteration 1 ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        cudaMemcpyAsync        46.24%       5.801ms        46.24%       5.801ms     341.260us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            17  
                                       cudaLaunchKernel        19.45%       2.440ms        19.45%       2.440ms       4.832us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           505  
                                Activity Buffer Request        11.77%       1.477ms        11.77%       1.477ms       1.477ms       3.456us         0.05%       3.456us       3.456us           0 B           0 B           0 B           0 B             1  
                                     PythonDispatchMode         9.68%       1.214ms        97.95%      12.288ms     534.255us       0.000us         0.00%       7.519ms     326.921us           0 B           8 B       3.16 MB           0 B            23  
                                      aten::_linalg_svd         5.27%     660.758us       135.05%      16.943ms       8.471ms       7.427ms        98.82%      14.882ms       7.441ms           0 B          -4 B       1.06 MB     256.50 KB             2  
                                               aten::mm         1.67%     209.400us         7.48%     938.794us      93.879us      50.238us         0.67%     100.476us      10.048us           0 B           0 B       1.56 MB     799.50 KB            10  
                                         aten::_softmax         0.53%      66.944us         1.19%     148.966us      74.483us       6.784us         0.09%      13.568us       6.784us           0 B           0 B     640.00 KB     320.00 KB             2  
                                              aten::cat         0.50%      63.155us        34.01%       4.267ms       2.134ms       3.456us         0.05%      13.824us       6.912us           0 B           0 B     572.00 KB     286.00 KB             2  
                                            aten::slice         0.43%      53.793us         2.45%     307.188us      30.719us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            10  
                                            aten::copy_         0.40%      50.381us         0.85%     106.008us      21.202us      12.223us         0.16%      12.223us       2.445us           0 B           0 B           0 B           0 B             5  
                                          aten::permute         0.34%      42.514us         2.10%     263.953us      26.395us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            10  
                                              aten::div         0.30%      38.099us         1.14%     142.660us      71.330us       2.560us         0.03%       5.120us       2.560us          -8 B          -8 B     640.00 KB     320.00 KB             2  
                                            aten::fill_         0.25%      31.559us         0.59%      74.143us      24.714us       5.408us         0.07%       5.408us       1.803us           0 B           0 B           0 B           0 B             3  
                                  cudaStreamSynchronize         0.25%      30.804us         0.25%      30.804us       2.567us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12  
                                            aten::empty         0.23%      29.429us         0.23%      29.429us       7.357us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     614.50 KB     614.50 KB             4  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.21%      26.336us         0.21%      26.336us       1.463us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18  
                                       aten::as_strided         0.21%      26.318us         0.21%      26.318us       2.024us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            13  
                                              aten::add         0.21%      26.022us         0.85%     106.214us      53.107us       2.752us         0.04%       5.504us       2.752us           0 B           0 B     640.00 KB     320.00 KB             2  
                                             aten::triu         0.17%      20.864us         0.80%     100.947us      50.474us       3.744us         0.05%       7.488us       3.744us           0 B           0 B     640.00 KB     320.00 KB             2  
                                           aten::matmul         0.16%      19.831us         5.58%     700.046us     140.009us       0.000us         0.00%      50.238us      10.048us           0 B           0 B     799.50 KB           0 B             5  
                                              aten::any         0.16%      19.824us         0.53%      66.224us      66.224us       0.000us         0.00%       4.895us       4.895us           0 B           0 B         512 B           0 B             1  
                                        cudaMemsetAsync         0.15%      18.669us         0.15%      18.669us       4.667us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
                                          aten::numpy_T         0.12%      15.673us         1.98%     248.258us      49.652us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5  
                                  cudaDeviceSynchronize         0.10%      12.748us         0.10%      12.748us       6.374us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                       aten::diag_embed         0.10%      12.085us         1.48%     185.940us      92.970us       0.000us         0.00%       7.744us       3.872us           0 B           0 B      16.00 KB           0 B             2  
                                             aten::full         0.10%      12.047us         1.22%     153.427us      76.713us       0.000us         0.00%       3.072us       1.536us           0 B           0 B     640.00 KB           0 B             2  
                                         aten::_to_copy         0.10%      12.042us         0.62%      77.534us      38.767us       0.000us         0.00%       4.672us       2.336us           4 B           0 B         512 B           0 B             2  
                                    aten::empty_strided         0.09%      11.756us         0.09%      11.756us       5.878us       0.000us         0.00%       0.000us       0.000us           4 B           4 B         512 B         512 B             2  
                                            aten::zeros         0.09%      11.169us         0.66%      82.408us      41.204us       0.000us         0.00%       3.872us       1.936us           0 B           0 B       8.50 KB           0 B             2  
                                        cudaEventRecord         0.08%      10.419us         0.08%      10.419us       1.488us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7  
                              aten::_local_scalar_dense         0.07%       9.138us         0.17%      21.837us      21.837us       1.536us         0.02%       1.536us       1.536us           0 B           0 B           0 B           0 B             1  
                                            aten::zero_         0.06%       7.091us         0.45%      56.997us      28.499us       0.000us         0.00%       3.872us       1.936us           0 B           0 B           0 B           0 B             2  
                                        aten::transpose         0.05%       6.428us         0.08%       9.458us       4.729us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                               aten::to         0.05%       5.834us         0.66%      83.368us      41.684us       0.000us         0.00%       4.672us       2.336us           4 B           0 B         512 B           0 B             2  
                             aten::_linalg_check_errors         0.05%       5.681us         0.76%      95.933us      95.933us       0.000us         0.00%       6.431us       6.431us           0 B           0 B           0 B        -512 B             1  
                                       aten::linalg_svd         0.04%       5.119us        67.86%       8.513ms       8.513ms       0.000us         0.00%       7.441ms       7.441ms           0 B           0 B     543.00 KB           0 B             1  
                                            aten::clone         0.04%       4.958us         0.27%      34.133us      34.133us       0.000us         0.00%       4.000us       4.000us           0 B           0 B     286.00 KB           0 B             1  
                                          aten::softmax         0.03%       4.290us         1.01%     127.071us     127.071us       0.000us         0.00%       6.784us       6.784us           0 B           0 B     320.00 KB           0 B             1  
                                             aten::diag         0.03%       3.694us         0.93%     117.228us     117.228us       0.000us         0.00%       3.872us       3.872us           0 B           0 B       8.00 KB           0 B             1  
                                               aten::mT         0.03%       3.387us         0.10%      12.845us       6.422us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                                 detach         0.03%       3.324us         0.03%       3.324us       3.324us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                         aten::diagonal         0.03%       3.268us         0.04%       4.575us       4.575us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                      aten::as_strided_         0.03%       3.229us         0.03%       3.229us       3.229us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                       aten::transpose_         0.03%       3.190us         0.05%       6.419us       6.419us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                       aten::empty_like         0.02%       2.595us         0.06%       7.104us       7.104us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     286.00 KB           0 B             1  
                                          aten::view_as         0.02%       2.497us         0.04%       4.895us       4.895us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                             aten::view         0.02%       2.398us         0.02%       2.398us       2.398us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                             aten::item         0.02%       2.191us         0.19%      24.028us      24.028us       0.000us         0.00%       1.536us       1.536us           0 B           0 B           0 B           0 B             1  
                                           aten::detach         0.02%       1.889us         0.04%       5.213us       5.213us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       3.456us         0.05%       3.456us       3.456us           0 B           0 B           0 B           0 B             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.920us         0.03%       1.920us       1.920us           0 B           0 B           0 B           0 B             1  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       5.920us         0.08%       5.920us       2.960us           0 B           0 B           0 B           0 B             2  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       4.768us         0.06%       4.768us       1.192us           0 B           0 B           0 B           0 B             4  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.151us         0.07%       5.151us       1.288us           0 B           0 B           0 B           0 B             4  
void geqr2_smem_domino_fast<float, float, 8, 512>(in...         0.00%       0.000us         0.00%       0.000us       0.000us     931.704us        12.40%     931.704us     931.704us           0 B           0 B           0 B           0 B             1  
void batch_eye_kernel<float, 5, 3>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       5.250us         0.07%       5.250us       1.750us           0 B           0 B           0 B           0 B             3  
void setup_vhat_l_kernel<float, 16>(long, long, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       6.752us         0.09%       6.752us       1.688us           0 B           0 B           0 B           0 B             4  
                         volta_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us      28.799us         0.38%      28.799us       7.200us           0 B           0 B           0 B           0 B             4  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      17.855us         0.24%      17.855us       2.232us           0 B           0 B           0 B           0 B             8  
void larft_T_64_batch<float>(int, float*, int, long,...         0.00%       0.000us         0.00%       0.000us       0.000us      29.409us         0.39%      29.409us      14.705us           0 B           0 B           0 B           0 B             2  
                         volta_sgemm_32x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us      55.422us         0.74%      55.422us       6.158us           0 B           0 B           0 B           0 B             9  
                         volta_sgemm_64x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us      12.256us         0.16%      12.256us      12.256us           0 B           0 B           0 B           0 B             1  
