page,method,threshold,k,rel_mse
7,method_2,0.8,33,0.13783110678195953
7,method_2,0.81,35,0.12510953843593597
7,method_2,0.8200000000000001,36,0.1156180202960968
7,method_2,0.8300000000000001,38,0.10925851762294769
7,method_2,0.8400000000000001,40,0.1026715487241745
7,method_2,0.8500000000000001,42,0.10394459962844849
7,method_2,0.86,44,0.0872386023402214
7,method_2,0.87,46,0.0844646617770195
7,method_2,0.88,49,0.07139550894498825
7,method_2,0.89,52,0.07377666980028152
7,method_2,0.9,55,0.06346199661493301
7,method_2,0.91,58,0.05985100939869881
7,method_2,0.9199999999999999,61,0.0520952008664608
7,method_2,0.9299999999999999,65,0.0435178205370903
7,method_2,0.94,69,0.035185687243938446
7,method_2,0.95,74,0.028588633984327316
7,method_2,0.96,80,0.022491592913866043
7,method_2,0.97,87,0.017988935112953186
7,method_2,0.98,95,0.012315090745687485
7,method_2,0.99,107,0.0054836031049489975
7,method_3,0.5,3,0.3424208462238312
7,method_3,0.51,3,0.3424208462238312
7,method_3,0.52,3,0.3424208462238312
7,method_3,0.53,4,0.3065488934516907
7,method_3,0.54,4,0.3065488934516907
7,method_3,0.55,4,0.3065488934516907
7,method_3,0.56,5,0.2540552318096161
7,method_3,0.5700000000000001,5,0.2540552318096161
7,method_3,0.58,5,0.2540552318096161
7,method_3,0.59,6,0.23778967559337616
7,method_3,0.6,6,0.23778967559337616
7,method_3,0.61,7,0.2321259081363678
7,method_3,0.62,7,0.2321259081363678
7,method_3,0.63,8,0.24038228392601013
7,method_3,0.64,9,0.23447179794311523
7,method_3,0.65,9,0.23447179794311523
7,method_3,0.66,10,0.22050374746322632
7,method_3,0.67,11,0.20737403631210327
7,method_3,0.6799999999999999,12,0.20165254175662994
7,method_3,0.69,12,0.20165254175662994
7,method_3,0.7,13,0.19792450964450836
7,method_3,0.71,14,0.19453682005405426
7,method_3,0.72,15,0.19045120477676392
7,method_3,0.73,16,0.1844089776277542
7,method_3,0.74,17,0.17620591819286346
7,method_3,0.75,18,0.17359676957130432
7,method_3,0.76,19,0.1732260137796402
7,method_3,0.77,21,0.17312400043010712
7,method_3,0.78,22,0.16035130620002747
7,method_3,0.79,23,0.16180120408535004
7,method_3,0.8,25,0.15660260617733002
7,method_3,0.81,26,0.15674225986003876
7,method_3,0.8200000000000001,28,0.14624187350273132
7,method_3,0.8300000000000001,30,0.14367154240608215
7,method_3,0.8400000000000001,32,0.1342894732952118
7,method_3,0.8500000000000001,33,0.13487696647644043
7,method_3,0.86,35,0.12676657736301422
7,method_3,0.87,38,0.11167798191308975
7,method_3,0.88,40,0.11005181074142456
7,method_3,0.89,43,0.10589821636676788
7,method_3,0.9,46,0.09283661097288132
7,method_3,0.91,49,0.08299500495195389
7,method_3,0.9199999999999999,52,0.08581296354532242
7,method_3,0.9299999999999999,56,0.07696167379617691
7,method_3,0.94,61,0.07363700866699219
7,method_3,0.95,66,0.06516803801059723
7,method_3,0.96,72,0.05332234501838684
7,method_3,0.97,80,0.04698126018047333
7,method_3,0.98,89,0.0417025201022625
7,method_3,0.99,103,0.03345658257603645
7,method_4,0.5,9,0.1849648356437683
7,method_4,0.51,9,0.1849648356437683
7,method_4,0.52,10,0.17750048637390137
7,method_4,0.53,10,0.17750048637390137
7,method_4,0.54,11,0.16399946808815002
7,method_4,0.55,11,0.16399946808815002
7,method_4,0.56,12,0.15374046564102173
7,method_4,0.5700000000000001,12,0.15374046564102173
7,method_4,0.58,13,0.14817753434181213
7,method_4,0.59,13,0.14817753434181213
7,method_4,0.6,14,0.14455923438072205
7,method_4,0.61,15,0.13151533901691437
7,method_4,0.62,15,0.13151533901691437
7,method_4,0.63,16,0.11603617668151855
7,method_4,0.64,17,0.1124499961733818
7,method_4,0.65,17,0.1124499961733818
7,method_4,0.66,18,0.1073930487036705
7,method_4,0.67,19,0.10377629101276398
7,method_4,0.6799999999999999,20,0.09902676194906235
7,method_4,0.69,21,0.09520140290260315
7,method_4,0.7,21,0.09520140290260315
7,method_4,0.71,22,0.09254147857427597
7,method_4,0.72,23,0.0896836370229721
7,method_4,0.73,24,0.08395365625619888
7,method_4,0.74,26,0.07839122414588928
7,method_4,0.75,27,0.07545959949493408
7,method_4,0.76,28,0.07215558737516403
7,method_4,0.77,29,0.06829620152711868
7,method_4,0.78,30,0.06659042090177536
7,method_4,0.79,32,0.062449630349874496
7,method_4,0.8,33,0.06023292988538742
7,method_4,0.81,35,0.05446890741586685
7,method_4,0.8200000000000001,36,0.05269654840230942
7,method_4,0.8300000000000001,38,0.048416867852211
7,method_4,0.8400000000000001,40,0.043478596955537796
7,method_4,0.8500000000000001,42,0.04050478711724281
7,method_4,0.86,44,0.038342706859111786
7,method_4,0.87,46,0.03658526763319969
7,method_4,0.88,49,0.032942332327365875
7,method_4,0.89,52,0.030766300857067108
7,method_4,0.9,55,0.028570419177412987
7,method_4,0.91,58,0.023163968697190285
7,method_4,0.9199999999999999,61,0.01951424777507782
7,method_4,0.9299999999999999,65,0.01720087043941021
7,method_4,0.94,69,0.015158629976212978
7,method_4,0.95,74,0.012156007811427116
7,method_4,0.96,80,0.008990519680082798
7,method_4,0.97,87,0.006012959871441126
7,method_4,0.98,95,0.00402840506285429
7,method_4,0.99,107,0.0017908738227561116
8,method_1,0.5,3,0.27352750301361084
8,method_1,0.51,3,0.27352750301361084
8,method_1,0.52,3,0.27352750301361084
8,method_1,0.53,3,0.27352750301361084
8,method_1,0.54,4,0.2545260190963745
8,method_1,0.55,4,0.2545260190963745
8,method_1,0.56,4,0.2545260190963745
8,method_1,0.5700000000000001,5,0.2534317672252655
8,method_1,0.58,5,0.2534317672252655
8,method_1,0.59,6,0.25727951526641846
8,method_1,0.6,6,0.25727951526641846
8,method_1,0.61,7,0.25715866684913635
8,method_1,0.62,7,0.25715866684913635
8,method_1,0.63,8,0.23157207667827606
8,method_1,0.64,8,0.23157207667827606
8,method_1,0.65,9,0.23802107572555542
8,method_1,0.66,9,0.23802107572555542
8,method_1,0.67,10,0.20554019510746002
8,method_1,0.6799999999999999,11,0.19963040947914124
8,method_1,0.69,11,0.19963040947914124
8,method_1,0.7,12,0.1698954850435257
8,method_1,0.71,13,0.17478054761886597
8,method_1,0.72,14,0.17479868233203888
8,method_1,0.73,15,0.16455546021461487
8,method_1,0.74,16,0.16911672055721283
8,method_1,0.75,17,0.16702842712402344
8,method_1,0.76,18,0.1599365919828415
8,method_1,0.77,19,0.15675806999206543
8,method_1,0.78,21,0.12986315786838531
8,method_1,0.79,22,0.12610316276550293
8,method_1,0.8,23,0.12383068352937698
8,method_1,0.81,25,0.11627715080976486
8,method_1,0.8200000000000001,26,0.1159689873456955
8,method_1,0.8300000000000001,28,0.10834759473800659
8,method_1,0.8400000000000001,30,0.10672920942306519
8,method_1,0.8500000000000001,32,0.09992623329162598
8,method_1,0.86,34,0.07524631917476654
8,method_1,0.87,36,0.07218564301729202
8,method_1,0.88,38,0.07131887227296829
8,method_1,0.89,41,0.06196228042244911
8,method_1,0.9,44,0.0582587830722332
8,method_1,0.91,47,0.054002076387405396
8,method_1,0.9199999999999999,50,0.046580880880355835
8,method_1,0.9299999999999999,54,0.04180780425667763
8,method_1,0.94,58,0.034174948930740356
8,method_1,0.95,63,0.02243928052484989
8,method_1,0.96,69,0.018159275874495506
8,method_1,0.97,76,0.01619243063032627
8,method_1,0.98,85,0.011275042779743671
8,method_1,0.99,99,0.005574740469455719
8,method_2,0.5,9,0.3112408220767975
8,method_2,0.51,9,0.3112408220767975
8,method_2,0.52,10,0.2930672764778137
8,method_2,0.53,10,0.2930672764778137
8,method_2,0.54,11,0.28065603971481323
8,method_2,0.55,11,0.28065603971481323
8,method_2,0.56,12,0.252171128988266
8,method_2,0.5700000000000001,12,0.252171128988266
8,method_2,0.58,13,0.25137513875961304
8,method_2,0.59,13,0.25137513875961304
8,method_2,0.6,14,0.2362857162952423
8,method_2,0.61,15,0.2278815656900406
8,method_2,0.62,15,0.2278815656900406
8,method_2,0.63,16,0.22743268311023712
8,method_2,0.64,17,0.21508365869522095
8,method_2,0.65,18,0.20613324642181396
8,method_2,0.66,18,0.20613324642181396
8,method_2,0.67,19,0.20167958736419678
8,method_2,0.6799999999999999,20,0.19002780318260193
8,method_2,0.69,21,0.18028579652309418
8,method_2,0.7,22,0.1739724725484848
8,method_2,0.71,23,0.17135079205036163
8,method_2,0.72,24,0.1697683185338974
8,method_2,0.73,25,0.16141057014465332
8,method_2,0.74,26,0.15881402790546417
8,method_2,0.75,27,0.15386077761650085
8,method_2,0.76,28,0.1500958651304245
8,method_2,0.77,29,0.14706286787986755
8,method_2,0.78,30,0.1443142294883728
8,method_2,0.79,32,0.13476108014583588
8,method_2,0.8,33,0.1326487958431244
8,method_2,0.81,35,0.10595507174730301
8,method_2,0.8200000000000001,36,0.1060679629445076
8,method_2,0.8300000000000001,38,0.10320695489645004
8,method_2,0.8400000000000001,40,0.09704595059156418
8,method_2,0.8500000000000001,42,0.08950262516736984
8,method_2,0.86,44,0.08572494983673096
8,method_2,0.87,47,0.07907981425523758
8,method_2,0.88,49,0.07038061320781708
8,method_2,0.89,52,0.06469054520130157
8,method_2,0.9,55,0.05840177461504936
8,method_2,0.91,58,0.053243353962898254
8,method_2,0.9199999999999999,61,0.04949050396680832
8,method_2,0.9299999999999999,65,0.036589547991752625
8,method_2,0.94,70,0.03119238093495369
8,method_2,0.95,75,0.027297858148813248
8,method_2,0.96,80,0.021336907520890236
8,method_2,0.97,87,0.017588794231414795
8,method_2,0.98,96,0.010362167842686176
8,method_2,0.99,107,0.004912081174552441
8,method_3,0.5,3,0.3839462399482727
8,method_3,0.51,3,0.3839462399482727
8,method_3,0.52,3,0.3839462399482727
8,method_3,0.53,3,0.3839462399482727
8,method_3,0.54,4,0.33868569135665894
8,method_3,0.55,4,0.33868569135665894
8,method_3,0.56,4,0.33868569135665894
8,method_3,0.5700000000000001,5,0.3320976793766022
8,method_3,0.58,5,0.3320976793766022
8,method_3,0.59,6,0.3294828236103058
8,method_3,0.6,6,0.3294828236103058
8,method_3,0.61,7,0.32781708240509033
8,method_3,0.62,7,0.32781708240509033
8,method_3,0.63,8,0.3035435974597931
8,method_3,0.64,8,0.3035435974597931
8,method_3,0.65,9,0.28479698300361633
8,method_3,0.66,10,0.2665993273258209
8,method_3,0.67,10,0.2665993273258209
8,method_3,0.6799999999999999,11,0.2533472776412964
8,method_3,0.69,12,0.2218697965145111
8,method_3,0.7,12,0.2218697965145111
8,method_3,0.71,13,0.2222011387348175
8,method_3,0.72,14,0.22148171067237854
8,method_3,0.73,15,0.21377292275428772
8,method_3,0.74,16,0.21024759113788605
8,method_3,0.75,17,0.19795037806034088
8,method_3,0.76,18,0.19078394770622253
8,method_3,0.77,20,0.17814449965953827
8,method_3,0.78,21,0.17214901745319366
8,method_3,0.79,22,0.16468262672424316
8,method_3,0.8,24,0.1609327793121338
8,method_3,0.81,25,0.1542753428220749
8,method_3,0.8200000000000001,27,0.14605240523815155
8,method_3,0.8300000000000001,28,0.1420663744211197
8,method_3,0.8400000000000001,30,0.13955238461494446
8,method_3,0.8500000000000001,32,0.1359906941652298
8,method_3,0.86,34,0.12325504422187805
8,method_3,0.87,36,0.11548170447349548
8,method_3,0.88,39,0.11059371381998062
8,method_3,0.89,42,0.1015748381614685
8,method_3,0.9,44,0.09864001721143723
8,method_3,0.91,48,0.09027253091335297
8,method_3,0.9199999999999999,51,0.08696705102920532
8,method_3,0.9299999999999999,55,0.08187288790941238
8,method_3,0.94,59,0.07533682137727737
8,method_3,0.95,64,0.06363674253225327
8,method_3,0.96,70,0.05732842534780502
8,method_3,0.97,78,0.050906408578157425
8,method_3,0.98,88,0.0431617870926857
8,method_3,0.99,102,0.03664068877696991
8,method_4,0.5,9,0.2145392745733261
8,method_4,0.51,9,0.2145392745733261
8,method_4,0.52,10,0.20724990963935852
8,method_4,0.53,10,0.20724990963935852
8,method_4,0.54,11,0.18940557539463043
8,method_4,0.55,11,0.18940557539463043
8,method_4,0.56,12,0.1729728728532791
8,method_4,0.5700000000000001,12,0.1729728728532791
8,method_4,0.58,13,0.16854991018772125
8,method_4,0.59,13,0.16854991018772125
8,method_4,0.6,14,0.1430603265762329
8,method_4,0.61,15,0.13556097447872162
8,method_4,0.62,15,0.13556097447872162
8,method_4,0.63,16,0.12770140171051025
8,method_4,0.64,17,0.11530960351228714
8,method_4,0.65,18,0.11103589832782745
8,method_4,0.66,18,0.11103589832782745
8,method_4,0.67,19,0.10513889789581299
8,method_4,0.6799999999999999,20,0.10394210368394852
8,method_4,0.69,21,0.10015735775232315
8,method_4,0.7,22,0.09655128419399261
8,method_4,0.71,23,0.09438537806272507
8,method_4,0.72,24,0.09107089787721634
8,method_4,0.73,25,0.0867806077003479
8,method_4,0.74,26,0.08321134001016617
8,method_4,0.75,27,0.07972484081983566
8,method_4,0.76,28,0.07767893373966217
8,method_4,0.77,29,0.0751400962471962
8,method_4,0.78,30,0.07138200849294662
8,method_4,0.79,32,0.06438235938549042
8,method_4,0.8,33,0.06113652139902115
8,method_4,0.81,35,0.05651332810521126
8,method_4,0.8200000000000001,36,0.05441657826304436
8,method_4,0.8300000000000001,38,0.05084950476884842
8,method_4,0.8400000000000001,40,0.04705668240785599
8,method_4,0.8500000000000001,42,0.04314323887228966
8,method_4,0.86,44,0.03956577181816101
8,method_4,0.87,47,0.03513214737176895
8,method_4,0.88,49,0.03160383924841881
8,method_4,0.89,52,0.028735516592860222
8,method_4,0.9,55,0.02631448581814766
8,method_4,0.91,58,0.023702995851635933
8,method_4,0.9199999999999999,61,0.021013304591178894
8,method_4,0.9299999999999999,65,0.0184152964502573
8,method_4,0.94,70,0.014662104658782482
8,method_4,0.95,75,0.012160021811723709
8,method_4,0.96,80,0.00950227864086628
8,method_4,0.97,87,0.006785391364246607
8,method_4,0.98,96,0.004379643592983484
8,method_4,0.99,107,0.0019370907684788108
9,method_1,0.5,3,0.24275150895118713
9,method_1,0.51,3,0.24275150895118713
9,method_1,0.52,3,0.24275150895118713
9,method_1,0.53,4,0.22651319205760956
9,method_1,0.54,4,0.22651319205760956
9,method_1,0.55,4,0.22651319205760956
9,method_1,0.56,5,0.23141169548034668
9,method_1,0.5700000000000001,5,0.23141169548034668
9,method_1,0.58,6,0.22017650306224823
9,method_1,0.59,6,0.22017650306224823
9,method_1,0.6,7,0.21015001833438873
9,method_1,0.61,7,0.21015001833438873
9,method_1,0.62,8,0.21506018936634064
9,method_1,0.63,8,0.21506018936634064
9,method_1,0.64,9,0.21500316262245178
9,method_1,0.65,9,0.21500316262245178
9,method_1,0.66,10,0.1877906769514084
9,method_1,0.67,11,0.18780238926410675
9,method_1,0.6799999999999999,12,0.1832313984632492
9,method_1,0.69,12,0.1832313984632492
9,method_1,0.7,13,0.17776672542095184
9,method_1,0.71,14,0.17762795090675354
9,method_1,0.72,15,0.18153229355812073
9,method_1,0.73,16,0.18439170718193054
9,method_1,0.74,17,0.17508605122566223
9,method_1,0.75,18,0.16870416700839996
9,method_1,0.76,20,0.1569247990846634
9,method_1,0.77,21,0.15041424334049225
9,method_1,0.78,22,0.15284790098667145
9,method_1,0.79,23,0.16038291156291962
9,method_1,0.8,25,0.15348689258098602
9,method_1,0.81,26,0.14849883317947388
9,method_1,0.8200000000000001,28,0.147260844707489
9,method_1,0.8300000000000001,30,0.11419956386089325
9,method_1,0.8400000000000001,31,0.11463527381420135
9,method_1,0.8500000000000001,33,0.10628186166286469
9,method_1,0.86,36,0.10376080870628357
9,method_1,0.87,38,0.09198980033397675
9,method_1,0.88,40,0.08444149792194366
9,method_1,0.89,43,0.0795331746339798
9,method_1,0.9,45,0.0765579342842102
9,method_1,0.91,48,0.068875752389431
9,method_1,0.9199999999999999,52,0.05281957983970642
9,method_1,0.9299999999999999,55,0.05109710246324539
9,method_1,0.94,59,0.04878969117999077
9,method_1,0.95,64,0.04055541008710861
9,method_1,0.96,70,0.03177148476243019
9,method_1,0.97,77,0.030600205063819885
9,method_1,0.98,86,0.014551195316016674
9,method_1,0.99,99,0.01412526611238718
9,method_2,0.5,8,0.2967488467693329
9,method_2,0.51,9,0.2896300256252289
9,method_2,0.52,9,0.2896300256252289
9,method_2,0.53,9,0.2896300256252289
9,method_2,0.54,10,0.26315218210220337
9,method_2,0.55,10,0.26315218210220337
9,method_2,0.56,11,0.24507446587085724
9,method_2,0.5700000000000001,11,0.24507446587085724
9,method_2,0.58,12,0.2397700697183609
9,method_2,0.59,13,0.23322467505931854
9,method_2,0.6,13,0.23322467505931854
9,method_2,0.61,14,0.23392856121063232
9,method_2,0.62,14,0.23392856121063232
9,method_2,0.63,15,0.2350216805934906
9,method_2,0.64,16,0.23251348733901978
9,method_2,0.65,17,0.2158326655626297
9,method_2,0.66,17,0.2158326655626297
9,method_2,0.67,18,0.2079268842935562
9,method_2,0.6799999999999999,19,0.19690130650997162
9,method_2,0.69,20,0.1934063583612442
9,method_2,0.7,21,0.19052964448928833
9,method_2,0.71,22,0.18831607699394226
9,method_2,0.72,23,0.1942444145679474
9,method_2,0.73,24,0.192471444606781
9,method_2,0.74,25,0.186922088265419
9,method_2,0.75,26,0.18080714344978333
9,method_2,0.76,27,0.17667332291603088
9,method_2,0.77,29,0.1759510636329651
9,method_2,0.78,30,0.14879491925239563
9,method_2,0.79,31,0.14732885360717773
9,method_2,0.8,33,0.1388934701681137
9,method_2,0.81,34,0.13676945865154266
9,method_2,0.8200000000000001,36,0.13412225246429443
9,method_2,0.8300000000000001,38,0.1198490783572197
9,method_2,0.8400000000000001,39,0.11286481469869614
9,method_2,0.8500000000000001,41,0.10829351842403412
9,method_2,0.86,44,0.10084863007068634
9,method_2,0.87,46,0.09447711706161499
9,method_2,0.88,48,0.09189534187316895
9,method_2,0.89,51,0.07765469700098038
9,method_2,0.9,54,0.07219643890857697
9,method_2,0.91,57,0.06697414070367813
9,method_2,0.9199999999999999,61,0.06275363266468048
9,method_2,0.9299999999999999,65,0.052638374269008636
9,method_2,0.94,69,0.04422876983880997
9,method_2,0.95,74,0.04274853691458702
9,method_2,0.96,80,0.032390475273132324
9,method_2,0.97,87,0.020098058506846428
9,method_2,0.98,95,0.02010883204638958
9,method_2,0.99,107,0.00587051548063755
9,method_3,0.5,3,0.3585250973701477
9,method_3,0.51,3,0.3585250973701477
9,method_3,0.52,4,0.3023194670677185
9,method_3,0.53,4,0.3023194670677185
9,method_3,0.54,4,0.3023194670677185
9,method_3,0.55,5,0.2893393635749817
9,method_3,0.56,5,0.2893393635749817
9,method_3,0.5700000000000001,5,0.2893393635749817
9,method_3,0.58,6,0.2786222994327545
9,method_3,0.59,6,0.2786222994327545
9,method_3,0.6,7,0.26747170090675354
9,method_3,0.61,7,0.26747170090675354
9,method_3,0.62,8,0.2725621163845062
9,method_3,0.63,8,0.2725621163845062
9,method_3,0.64,9,0.27666041254997253
9,method_3,0.65,10,0.2453046590089798
9,method_3,0.66,10,0.2453046590089798
9,method_3,0.67,11,0.23976413905620575
9,method_3,0.6799999999999999,12,0.23177675902843475
9,method_3,0.69,13,0.21900439262390137
9,method_3,0.7,14,0.21248024702072144
9,method_3,0.71,14,0.21248024702072144
9,method_3,0.72,15,0.21593424677848816
9,method_3,0.73,16,0.2224767506122589
9,method_3,0.74,18,0.21055307984352112
9,method_3,0.75,19,0.20208747684955597
9,method_3,0.76,20,0.20073077082633972
9,method_3,0.77,21,0.1989675760269165
9,method_3,0.78,22,0.19407236576080322
9,method_3,0.79,24,0.19247493147850037
9,method_3,0.8,25,0.18739743530750275
9,method_3,0.81,27,0.1723513901233673
9,method_3,0.8200000000000001,28,0.17260830104351044
9,method_3,0.8300000000000001,30,0.1548861712217331
9,method_3,0.8400000000000001,32,0.15020498633384705
9,method_3,0.8500000000000001,34,0.1423429548740387
9,method_3,0.86,36,0.1396000236272812
9,method_3,0.87,38,0.1311519891023636
9,method_3,0.88,41,0.1260632574558258
9,method_3,0.89,43,0.12077232450246811
9,method_3,0.9,46,0.11480758339166641
9,method_3,0.91,49,0.10839654505252838
9,method_3,0.9199999999999999,52,0.09961140900850296
9,method_3,0.9299999999999999,56,0.09451158344745636
9,method_3,0.94,61,0.0895431712269783
9,method_3,0.95,65,0.08185411244630814
9,method_3,0.96,71,0.07439053058624268
9,method_3,0.97,79,0.06701724231243134
9,method_3,0.98,88,0.05607626587152481
9,method_3,0.99,103,0.04311058670282364
9,method_4,0.5,8,0.20532040297985077
9,method_4,0.51,9,0.19055332243442535
9,method_4,0.52,9,0.19055332243442535
9,method_4,0.53,9,0.19055332243442535
9,method_4,0.54,10,0.17897076904773712
9,method_4,0.55,10,0.17897076904773712
9,method_4,0.56,11,0.15235349535942078
9,method_4,0.5700000000000001,11,0.15235349535942078
9,method_4,0.58,12,0.14795204997062683
9,method_4,0.59,13,0.14214758574962616
9,method_4,0.6,13,0.14214758574962616
9,method_4,0.61,14,0.13948623836040497
9,method_4,0.62,14,0.13948623836040497
9,method_4,0.63,15,0.13304388523101807
9,method_4,0.64,16,0.12321388721466064
9,method_4,0.65,17,0.11556036025285721
9,method_4,0.66,17,0.11556036025285721
9,method_4,0.67,18,0.11164818704128265
9,method_4,0.6799999999999999,19,0.1078486517071724
9,method_4,0.69,20,0.10315033048391342
9,method_4,0.7,21,0.09810985624790192
9,method_4,0.71,22,0.09424198418855667
9,method_4,0.72,23,0.09108919650316238
9,method_4,0.73,24,0.08787485957145691
9,method_4,0.74,25,0.08477512747049332
9,method_4,0.75,26,0.0798998773097992
9,method_4,0.76,27,0.07821063697338104
9,method_4,0.77,29,0.07315497100353241
9,method_4,0.78,30,0.07009490579366684
9,method_4,0.79,31,0.06730718165636063
9,method_4,0.8,33,0.06389571726322174
9,method_4,0.81,34,0.06208048388361931
9,method_4,0.8200000000000001,36,0.0587862990796566
9,method_4,0.8300000000000001,38,0.0503544807434082
9,method_4,0.8400000000000001,39,0.04717889428138733
9,method_4,0.8500000000000001,41,0.04394690319895744
9,method_4,0.86,44,0.04043111577630043
9,method_4,0.87,46,0.03703097999095917
9,method_4,0.88,48,0.03505675122141838
9,method_4,0.89,51,0.03111831471323967
9,method_4,0.9,54,0.02853146754205227
9,method_4,0.91,57,0.024061596021056175
9,method_4,0.9199999999999999,61,0.021481970325112343
9,method_4,0.9299999999999999,65,0.018817847594618797
9,method_4,0.94,69,0.015470043756067753
9,method_4,0.95,74,0.012657289393246174
9,method_4,0.96,80,0.009662089869379997
9,method_4,0.97,87,0.006899716332554817
9,method_4,0.98,95,0.004873486235737801
9,method_4,0.99,107,0.0025590062141418457
10,method_1,0.5,3,0.33991944789886475
10,method_1,0.51,3,0.33991944789886475
10,method_1,0.52,3,0.33991944789886475
10,method_1,0.53,3,0.33991944789886475
10,method_1,0.54,4,0.3161967992782593
10,method_1,0.55,4,0.3161967992782593
10,method_1,0.56,5,0.3038296103477478
10,method_1,0.5700000000000001,5,0.3038296103477478
10,method_1,0.58,5,0.3038296103477478
10,method_1,0.59,6,0.3170822858810425
10,method_1,0.6,6,0.3170822858810425
10,method_1,0.61,7,0.309140682220459
10,method_1,0.62,7,0.309140682220459
10,method_1,0.63,8,0.30875691771507263
10,method_1,0.64,8,0.30875691771507263
10,method_1,0.65,9,0.2970333397388458
10,method_1,0.66,10,0.29189518094062805
10,method_1,0.67,10,0.29189518094062805
10,method_1,0.6799999999999999,11,0.25538527965545654
10,method_1,0.69,12,0.25543898344039917
10,method_1,0.7,13,0.24976596236228943
10,method_1,0.71,13,0.24976596236228943
10,method_1,0.72,14,0.24850764870643616
10,method_1,0.73,15,0.24673360586166382
10,method_1,0.74,16,0.24870669841766357
10,method_1,0.75,17,0.2403569370508194
10,method_1,0.76,19,0.21493788063526154
10,method_1,0.77,20,0.2188972383737564
10,method_1,0.78,21,0.21400605142116547
10,method_1,0.79,22,0.21176296472549438
10,method_1,0.8,24,0.19840969145298004
10,method_1,0.81,25,0.1906997412443161
10,method_1,0.8200000000000001,27,0.16978539526462555
10,method_1,0.8300000000000001,28,0.14621517062187195
10,method_1,0.8400000000000001,30,0.13961535692214966
10,method_1,0.8500000000000001,32,0.1404767483472824
10,method_1,0.86,34,0.1205567866563797
10,method_1,0.87,36,0.10745222121477127
10,method_1,0.88,39,0.085748590528965
10,method_1,0.89,41,0.07934083789587021
10,method_1,0.9,44,0.07697439938783646
10,method_1,0.91,47,0.06840460747480392
10,method_1,0.9199999999999999,50,0.06511744856834412
10,method_1,0.9299999999999999,54,0.06216496601700783
10,method_1,0.94,59,0.052933838218450546
10,method_1,0.95,64,0.03957546129822731
10,method_1,0.96,70,0.035793744027614594
10,method_1,0.97,77,0.025440441444516182
10,method_1,0.98,86,0.015717361122369766
10,method_1,0.99,99,0.011709306389093399
10,method_2,0.5,9,0.382046103477478
10,method_2,0.51,9,0.382046103477478
10,method_2,0.52,10,0.3783220946788788
10,method_2,0.53,10,0.3783220946788788
10,method_2,0.54,11,0.3444092273712158
10,method_2,0.55,11,0.3444092273712158
10,method_2,0.56,12,0.3420478403568268
10,method_2,0.5700000000000001,12,0.3420478403568268
10,method_2,0.58,13,0.3194231390953064
10,method_2,0.59,13,0.3194231390953064
10,method_2,0.6,14,0.3151295781135559
10,method_2,0.61,15,0.3161892592906952
10,method_2,0.62,16,0.3140648901462555
10,method_2,0.63,16,0.3140648901462555
10,method_2,0.64,17,0.29636871814727783
10,method_2,0.65,18,0.27560266852378845
10,method_2,0.66,18,0.27560266852378845
10,method_2,0.67,19,0.2713301181793213
10,method_2,0.6799999999999999,20,0.27294182777404785
10,method_2,0.69,21,0.26527833938598633
10,method_2,0.7,22,0.2634078860282898
10,method_2,0.71,23,0.26041603088378906
10,method_2,0.72,24,0.2440631091594696
10,method_2,0.73,25,0.23653030395507812
10,method_2,0.74,26,0.22518174350261688
10,method_2,0.75,27,0.21705539524555206
10,method_2,0.76,29,0.17909307777881622
10,method_2,0.77,30,0.1740366518497467
10,method_2,0.78,31,0.17420068383216858
10,method_2,0.79,33,0.17331545054912567
10,method_2,0.8,34,0.1562696248292923
10,method_2,0.81,36,0.1391018182039261
10,method_2,0.8200000000000001,37,0.13472267985343933
10,method_2,0.8300000000000001,39,0.11466024070978165
10,method_2,0.8400000000000001,41,0.10745428502559662
10,method_2,0.8500000000000001,43,0.10167679190635681
10,method_2,0.86,45,0.09595311433076859
10,method_2,0.87,48,0.08907134085893631
10,method_2,0.88,50,0.0824190229177475
10,method_2,0.89,53,0.07780417054891586
10,method_2,0.9,56,0.06822455674409866
10,method_2,0.91,59,0.06543118506669998
10,method_2,0.9199999999999999,62,0.05360189080238342
10,method_2,0.9299999999999999,66,0.04523378238081932
10,method_2,0.94,71,0.04170772060751915
10,method_2,0.95,76,0.03401302173733711
10,method_2,0.96,81,0.02339153178036213
10,method_2,0.97,88,0.019428258761763573
10,method_2,0.98,97,0.015910327434539795
10,method_2,0.99,108,0.007015169132500887
10,method_3,0.5,3,0.45191049575805664
10,method_3,0.51,3,0.45191049575805664
10,method_3,0.52,3,0.45191049575805664
10,method_3,0.53,4,0.40548276901245117
10,method_3,0.54,4,0.40548276901245117
10,method_3,0.55,4,0.40548276901245117
10,method_3,0.56,5,0.39048078656196594
10,method_3,0.5700000000000001,5,0.39048078656196594
10,method_3,0.58,6,0.3719116747379303
10,method_3,0.59,6,0.3719116747379303
10,method_3,0.6,6,0.3719116747379303
10,method_3,0.61,7,0.3650137186050415
10,method_3,0.62,7,0.3650137186050415
10,method_3,0.63,8,0.3625216484069824
10,method_3,0.64,9,0.34644851088523865
10,method_3,0.65,9,0.34644851088523865
10,method_3,0.66,10,0.33705103397369385
10,method_3,0.67,11,0.3165878653526306
10,method_3,0.6799999999999999,11,0.3165878653526306
10,method_3,0.69,12,0.30923834443092346
10,method_3,0.7,13,0.29509976506233215
