company,page,k,rmse
Barclays,3,91,0.8786277943524837
Barclays,3,93,0.9322686477517682
Barclays,3,95,1.195699332691746
Barclays,3,97,1.0175039401203119
Barclays,3,99,0.9864344512203022
Barclays,3,101,2.038961720443491
Barclays,3,103,0.83096897653622
Barclays,3,105,0.9277364844853584
Barclays,3,107,0.8350764037237484
Barclays,3,109,0.8319914978637367
Barclays,3,111,0.844519684736721
Barclays,3,113,1.0351010885008993
Barclays,3,115,0.8347314414537204
Barclays,3,117,0.9792141306897109
Barclays,3,120,0.9322235110518836
Barclays,4,1,0.7731479076152713
Barclays,4,3,2.1202391953910555
Barclays,4,5,3.3544554665555966
Barclays,4,7,0.8191640927920292
Barclays,4,9,0.794256373262019
Barclays,4,11,5.259732822939282
Barclays,4,13,1.1119972947952008
Barclays,4,15,0.7506148453571264
Barclays,4,17,1.044117964632323
Barclays,4,19,0.7502428750541726
Barclays,4,21,0.751614229919913
Barclays,4,23,0.8250887454806247
Barclays,4,25,0.9186388366345954
Barclays,4,27,4.21954752724591
Barclays,4,29,0.8164285850378478
Barclays,4,31,0.7951977446397928
Barclays,4,33,0.8221216287658453
Barclays,4,35,1.0743630793261338
Barclays,4,37,1.362153473473453
Barclays,4,39,0.949810099926515
Barclays,4,41,1.3955811832477416
Barclays,4,43,0.8086342927959909
Barclays,4,45,0.8064234723072095
Barclays,4,47,0.7827344843622913
Barclays,4,49,0.8062581241858071
Barclays,4,51,0.8616182988557038
Barclays,4,53,0.7644577247355776
Barclays,4,55,0.7837793198404934
Barclays,4,57,0.7707875981673258
Barclays,4,59,26.263285215281396
Barclays,4,61,0.7734611087202191
Barclays,4,63,0.781061216048212
Barclays,4,65,1.690480398459295
Barclays,4,67,0.7499976457191426
Barclays,4,69,0.8572387151148648
Barclays,4,71,0.8884977890314534
Barclays,4,73,0.781561596112037
Barclays,4,75,1.1723902627144422
Barclays,4,77,0.9169072771814223
Barclays,4,79,0.8323884882979359
Barclays,4,81,0.7394168470945559
Barclays,4,83,0.8045448679787707
Barclays,4,85,1.0222386697143293
Barclays,4,87,0.9001933927925518
Barclays,4,89,0.7213858977884445
Barclays,4,91,0.8368449587766251
Barclays,4,93,0.7916135866774401
Barclays,4,95,0.9163746435174616
Barclays,4,97,0.7742004116960635
Barclays,4,99,13.546749121982602
Barclays,4,101,1.6906707499930007
Barclays,4,103,1.1810045159109088
Barclays,4,105,1.0532695177543494
Barclays,4,107,5.120745662918181
Barclays,4,109,0.7741044378426968
Barclays,4,111,7.075749219645715
Barclays,4,113,0.9092885163212735
Barclays,4,115,6.182255036370277
Barclays,4,117,0.9166304202324355
Barclays,4,120,0.7415652796088406
Barclays,5,1,0.7738935545230611
Barclays,5,3,1.1671609020756055
Barclays,5,5,1.3546661201012078
Barclays,5,7,1.571233017968941
Barclays,5,9,0.898794126813904
Barclays,5,11,1.2668013001759055
Barclays,5,13,2.5930772342085717
Barclays,5,15,1.1250588742360759
Barclays,5,17,1.669788436527619
Barclays,5,19,0.8406645043500593
Barclays,5,21,4.22228206110127
Barclays,5,23,0.8694727871260071
Barclays,5,25,0.8518561024767112
Barclays,5,27,0.8277423547350239
Barclays,5,29,0.9880424219582781
Barclays,5,31,5.286417542113667
Barclays,5,33,1.2072989813592425
Barclays,5,35,0.8173495796709155
Barclays,5,37,1.7654591060737057
Barclays,5,39,1.012283873423354
Barclays,5,41,0.8192161059473463
Barclays,5,43,4.060574756873412
Barclays,5,45,0.9476243947831506
Barclays,5,47,0.8806729716537363
Barclays,5,49,0.8846026789538922
Barclays,5,51,0.8121964065510668
Barclays,5,53,0.8030372370986024
Barclays,5,55,1.0271581234751082
Barclays,5,57,0.7935019183889949
Barclays,5,59,0.819179185774918
Barclays,5,61,3.4888313783026663
Barclays,5,63,2.8961422274685913
Barclays,5,65,0.7923773708461611
Barclays,5,67,0.7787322757634665
Barclays,5,69,0.7933104314232605
Barclays,5,71,0.91791470874969
Barclays,5,73,0.8126705851927329
Barclays,5,75,0.8313851415321104
Barclays,5,77,0.863519509072917
Barclays,5,79,1.0769916689256034
Barclays,5,81,0.8856818219935962
Barclays,5,83,0.9625405834261079
Barclays,5,85,0.8225129225879723
Barclays,5,87,0.7874811853621672
Barclays,5,89,0.7863097875388911
Barclays,5,91,6.359534107767631
Barclays,5,93,0.844164986275326
Barclays,5,95,0.8164195822537849
Barclays,5,97,0.763596274245831
Barclays,5,99,0.9417830768787746
Barclays,5,101,0.807713069962847
Barclays,5,103,0.7669373793710897
Barclays,5,105,1.4747757838306694
Barclays,5,107,1.037496208460158
Barclays,5,109,0.8495864964066903
Barclays,5,111,0.8436279643500552
Barclays,5,113,1.1772527709451466
Barclays,5,115,0.8038493448623852
Barclays,5,117,0.8129168047015024
Barclays,5,120,0.7996031757419428
Barclays,6,1,0.796638010125222
Barclays,6,3,0.868199738555035
Barclays,6,5,0.8617891665985851
Barclays,6,7,1.4068419465674844
Barclays,6,9,11.309089560065749
Barclays,6,11,1.0192932962652723
Barclays,6,13,0.9842983672558536
Barclays,6,15,1.4583868926303405
Barclays,6,17,0.8542548029022435
Barclays,6,19,1.6366002633266328
Barclays,6,21,3.3004400758007324
Barclays,6,23,4.272855665590986
Barclays,6,25,0.8339576137118928
Barclays,6,27,0.8290019225126297
Barclays,6,29,0.8163256676921807
Barclays,6,31,0.8855758034608875
Barclays,6,33,0.9132244772387101
Barclays,6,35,0.9080044581343836
Barclays,6,37,0.9130521467859615
Barclays,6,39,0.852792831013627
Barclays,6,41,1.6288776049260176
Barclays,6,43,1.0054561129882962
Barclays,6,45,0.8677746873104935
Barclays,6,47,0.8688321381660344
Barclays,6,49,0.8579787916996655
Barclays,6,51,0.8749563654994342
Barclays,6,53,0.825255526268565
Barclays,6,55,0.8751311404691804
Barclays,6,57,0.8851567350866836
Barclays,6,59,0.8109956488545499
Barclays,6,61,0.8016287601051251
Barclays,6,63,0.8297477940002868
Barclays,6,65,0.801224807318838
Barclays,6,67,0.7981169445620993
Barclays,6,69,0.8208810340713362
Barclays,6,71,0.8028575956873879
Barclays,6,73,0.8131935529346235
Barclays,6,75,0.8611509286737518
Barclays,6,77,0.8193873984034281
Barclays,6,79,0.8282502089835824
