company,page,method,k,rmse
BNYMellon,3,method_4,107,0.03934474072437189
BNYMellon,3,method_4,110,0.03613056885268054
BNYMellon,3,method_4,113,0.030399406687735345
BNYMellon,3,method_4,116,0.02686277617808778
BNYMellon,3,method_4,119,0.021783193684510913
BNYMellon,3,method_4,122,0.016533131393781136
BNYMellon,3,method_4,125,0.01289253234420638
BNYMellon,3,method_4,128,1.8790935838006035e-05
BNYMellon,3,method_4,131,1.8790935838006035e-05
BNYMellon,3,method_4,134,1.8790935838006035e-05
BNYMellon,3,method_4,137,1.8790935838006035e-05
BNYMellon,3,method_4,140,1.8790935838006035e-05
BNYMellon,3,method_4,143,1.8790935838006035e-05
BNYMellon,3,method_4,146,1.8790935838006035e-05
BNYMellon,3,method_4,150,1.8790935838006035e-05
BNYMellon,4,method_1,1,0.5627885385316096
BNYMellon,4,method_1,4,0.45500207735235
BNYMellon,4,method_1,7,0.39237720259128905
BNYMellon,4,method_1,10,0.39222578852950135
BNYMellon,4,method_1,13,0.39208401045066993
BNYMellon,4,method_1,16,0.3511685360330026
BNYMellon,4,method_1,19,0.32984266200356493
BNYMellon,4,method_1,22,0.32721057657433616
BNYMellon,4,method_1,25,0.315120929441644
BNYMellon,4,method_1,28,0.30145290956241355
BNYMellon,4,method_1,31,0.27172791492817827
BNYMellon,4,method_1,34,0.26621104939829726
BNYMellon,4,method_1,37,0.24914792680747
BNYMellon,4,method_1,40,0.2500017384459821
BNYMellon,4,method_1,43,0.24427423830037948
BNYMellon,4,method_1,46,0.23866456415407716
BNYMellon,4,method_1,49,0.2241355738223352
BNYMellon,4,method_1,52,0.2179450003200608
BNYMellon,4,method_1,55,0.1888427612780667
BNYMellon,4,method_1,58,0.17752431861586726
BNYMellon,4,method_1,61,0.1646686207020642
BNYMellon,4,method_1,64,0.1594442390707078
BNYMellon,4,method_1,67,0.154407040826767
BNYMellon,4,method_1,70,0.15042582701073015
BNYMellon,4,method_1,73,0.14896616173475888
BNYMellon,4,method_1,77,0.14027118326805949
BNYMellon,4,method_1,80,0.1359961325402379
BNYMellon,4,method_1,83,0.11910162140856352
BNYMellon,4,method_1,86,0.10098465074162141
BNYMellon,4,method_1,89,0.09614845309105301
BNYMellon,4,method_1,92,0.09459867975564447
BNYMellon,4,method_1,95,0.08261649572993479
BNYMellon,4,method_1,98,0.07361792492109007
BNYMellon,4,method_1,101,0.06905361400426034
BNYMellon,4,method_1,104,0.06156211623303029
BNYMellon,4,method_1,107,0.05190004905358778
BNYMellon,4,method_1,110,0.0511968759145422
BNYMellon,4,method_1,113,0.04543624721654334
BNYMellon,4,method_1,116,0.04363162700844561
BNYMellon,4,method_1,119,0.032639160584062396
BNYMellon,4,method_1,122,0.021929156474644832
BNYMellon,4,method_1,125,0.01190515558071028
BNYMellon,4,method_1,128,1.5146017729975625e-05
BNYMellon,4,method_1,131,1.5146017729975625e-05
BNYMellon,4,method_1,134,1.5146017729975625e-05
BNYMellon,4,method_1,137,1.5146017729975625e-05
BNYMellon,4,method_1,140,1.5146017729975625e-05
BNYMellon,4,method_1,143,1.5146017729975625e-05
BNYMellon,4,method_1,146,1.5146017729975625e-05
BNYMellon,4,method_1,150,1.5146017729975625e-05
BNYMellon,4,method_2,1,0.7657198406427109
BNYMellon,4,method_2,4,0.5738823944066402
BNYMellon,4,method_2,7,0.5001649004584786
BNYMellon,4,method_2,10,0.4721443662680944
BNYMellon,4,method_2,13,0.4585922803231757
BNYMellon,4,method_2,16,0.42955338207075644
BNYMellon,4,method_2,19,0.4014447361487182
BNYMellon,4,method_2,22,0.38060390123417664
BNYMellon,4,method_2,25,0.36526743011848045
BNYMellon,4,method_2,28,0.35348963285380214
BNYMellon,4,method_2,31,0.32764292616772805
BNYMellon,4,method_2,34,0.31775902055017047
BNYMellon,4,method_2,37,0.2978796879115639
BNYMellon,4,method_2,40,0.295168265044352
BNYMellon,4,method_2,43,0.28746959892016555
BNYMellon,4,method_2,46,0.2766706491256525
BNYMellon,4,method_2,49,0.2610914484401184
BNYMellon,4,method_2,52,0.25162221346569735
BNYMellon,4,method_2,55,0.22961587751527707
BNYMellon,4,method_2,58,0.21714316794793295
BNYMellon,4,method_2,61,0.20497046542718214
BNYMellon,4,method_2,64,0.19725439444792098
BNYMellon,4,method_2,67,0.19144097053093115
BNYMellon,4,method_2,70,0.18523889831526594
BNYMellon,4,method_2,73,0.18172680679557535
BNYMellon,4,method_2,77,0.16943465467074237
BNYMellon,4,method_2,80,0.16261223512565437
BNYMellon,4,method_2,83,0.14564150922785604
BNYMellon,4,method_2,86,0.12927854597515048
BNYMellon,4,method_2,89,0.12126910137987246
BNYMellon,4,method_2,92,0.11638582979662442
BNYMellon,4,method_2,95,0.1019847149626163
BNYMellon,4,method_2,98,0.09116701852001845
BNYMellon,4,method_2,101,0.08464684014976538
BNYMellon,4,method_2,104,0.07483531106168764
BNYMellon,4,method_2,107,0.06547787427644575
BNYMellon,4,method_2,110,0.0626427577271114
BNYMellon,4,method_2,113,0.05494412502808031
BNYMellon,4,method_2,116,0.050837581093991356
BNYMellon,4,method_2,119,0.039192135111317104
BNYMellon,4,method_2,122,0.02674296064378722
BNYMellon,4,method_2,125,0.01588200042491639
BNYMellon,4,method_2,128,3.0431781896574997e-05
BNYMellon,4,method_2,131,3.0431781896574997e-05
BNYMellon,4,method_2,134,3.0431781896574997e-05
BNYMellon,4,method_2,137,3.0431781896574997e-05
BNYMellon,4,method_2,140,3.0431781896574997e-05
BNYMellon,4,method_2,143,3.0431781896574997e-05
BNYMellon,4,method_2,146,3.0431781896574997e-05
BNYMellon,4,method_2,150,3.0431781896574997e-05
BNYMellon,4,method_3,1,0.7329020441897429
BNYMellon,4,method_3,4,0.5391391256992892
BNYMellon,4,method_3,7,0.47788317474447745
BNYMellon,4,method_3,10,0.447900382258196
BNYMellon,4,method_3,13,0.4505032666243525
BNYMellon,4,method_3,16,0.4071634721253653
BNYMellon,4,method_3,19,0.38252923190660854
BNYMellon,4,method_3,22,0.3817023858515134
BNYMellon,4,method_3,25,0.37231192437092725
BNYMellon,4,method_3,28,0.36386938459223633
BNYMellon,4,method_3,31,0.33898603186714227
BNYMellon,4,method_3,34,0.3265676723680112
BNYMellon,4,method_3,37,0.3158017322644226
BNYMellon,4,method_3,40,0.3187890883749594
BNYMellon,4,method_3,43,0.3090674845570947
BNYMellon,4,method_3,46,0.30386630406479365
BNYMellon,4,method_3,49,0.28681294297463605
BNYMellon,4,method_3,52,0.2823420686224341
BNYMellon,4,method_3,55,0.2681918383181161
BNYMellon,4,method_3,58,0.2606080990607068
BNYMellon,4,method_3,61,0.25317485599882184
BNYMellon,4,method_3,64,0.2502143084768717
BNYMellon,4,method_3,67,0.247806055203768
BNYMellon,4,method_3,70,0.23856421542379694
BNYMellon,4,method_3,73,0.23486449633376796
BNYMellon,4,method_3,77,0.2271701841858936
BNYMellon,4,method_3,80,0.2237471623285743
BNYMellon,4,method_3,83,0.21429572754939827
BNYMellon,4,method_3,86,0.20442144440488524
BNYMellon,4,method_3,89,0.19979774415362253
BNYMellon,4,method_3,92,0.19910898396173285
BNYMellon,4,method_3,95,0.19046447704510783
BNYMellon,4,method_3,98,0.1851156681489107
BNYMellon,4,method_3,101,0.18198697417517148
BNYMellon,4,method_3,104,0.176324677064531
BNYMellon,4,method_3,107,0.17191292075617418
BNYMellon,4,method_3,110,0.16881510218328177
BNYMellon,4,method_3,113,0.1665099676228335
BNYMellon,4,method_3,116,0.16417894666848473
BNYMellon,4,method_3,119,0.1592074457551771
BNYMellon,4,method_3,122,0.1553062798583259
BNYMellon,4,method_3,125,0.15205750673612062
BNYMellon,4,method_3,128,0.14921864840474158
BNYMellon,4,method_3,131,0.14069885656950892
BNYMellon,4,method_3,134,0.13427853393962624
BNYMellon,4,method_3,137,0.12607008602530262
BNYMellon,4,method_3,140,0.11875494621587823
BNYMellon,4,method_3,143,0.11333599079812323
BNYMellon,4,method_3,146,0.10607514994869659
BNYMellon,4,method_3,150,0.09925942009963451
BNYMellon,4,method_4,1,0.7482426643168207
BNYMellon,4,method_4,4,0.53496698778946
BNYMellon,4,method_4,7,0.44969981931250214
BNYMellon,4,method_4,10,0.4037664036450248
BNYMellon,4,method_4,13,0.37267453473515666
BNYMellon,4,method_4,16,0.3434901286191024
BNYMellon,4,method_4,19,0.3193074286737686
BNYMellon,4,method_4,22,0.2843428279440669
BNYMellon,4,method_4,25,0.26227862638607785
BNYMellon,4,method_4,28,0.2516193998047806
BNYMellon,4,method_4,31,0.23737256473181162
BNYMellon,4,method_4,34,0.22640956341502233
BNYMellon,4,method_4,37,0.20716637103914962
BNYMellon,4,method_4,40,0.19759101650808497
BNYMellon,4,method_4,43,0.18742660028666652
BNYMellon,4,method_4,46,0.1763887403996008
BNYMellon,4,method_4,49,0.16580174070717607
BNYMellon,4,method_4,52,0.1567042378409701
BNYMellon,4,method_4,55,0.1508265873979241
BNYMellon,4,method_4,58,0.14235742636045962
BNYMellon,4,method_4,61,0.13620853068869132
BNYMellon,4,method_4,64,0.12935946871891552
BNYMellon,4,method_4,67,0.12417581282111124
BNYMellon,4,method_4,70,0.11760302788025505
BNYMellon,4,method_4,73,0.11305561738600826
BNYMellon,4,method_4,77,0.10247401304489083
BNYMellon,4,method_4,80,0.09616882965934431
BNYMellon,4,method_4,83,0.08972611938817823
BNYMellon,4,method_4,86,0.08425606786118334
BNYMellon,4,method_4,89,0.07707212670266561
BNYMellon,4,method_4,92,0.07059071551917194
BNYMellon,4,method_4,95,0.061955780105799434
BNYMellon,4,method_4,98,0.05519951499995693
BNYMellon,4,method_4,101,0.050104083297680894
BNYMellon,4,method_4,104,0.043515341716876835
BNYMellon,4,method_4,107,0.040510383983308744
BNYMellon,4,method_4,110,0.03663041466568836
BNYMellon,4,method_4,113,0.03125527902096106
BNYMellon,4,method_4,116,0.026385513330689368
BNYMellon,4,method_4,119,0.021843279153120877
BNYMellon,4,method_4,122,0.015353788057856444
BNYMellon,4,method_4,125,0.01052377382533478
BNYMellon,4,method_4,128,2.1842018910499325e-05
BNYMellon,4,method_4,131,2.1842018910499325e-05
BNYMellon,4,method_4,134,2.1842018910499325e-05
BNYMellon,4,method_4,137,2.1842018910499325e-05
BNYMellon,4,method_4,140,2.1842018910499325e-05
BNYMellon,4,method_4,143,2.1842018910499325e-05
BNYMellon,4,method_4,146,2.1842018910499325e-05
BNYMellon,4,method_4,150,2.1842018910499325e-05
BNYMellon,5,method_1,1,0.5682743717985269
BNYMellon,5,method_1,4,0.49216632152699924
BNYMellon,5,method_1,7,0.4663465130152079
BNYMellon,5,method_1,10,0.4443393922045009
BNYMellon,5,method_1,13,0.42304598577472813
BNYMellon,5,method_1,16,0.39005672777108064
BNYMellon,5,method_1,19,0.35639352665407925
BNYMellon,5,method_1,22,0.3322941730316319
BNYMellon,5,method_1,25,0.3170024145181896
BNYMellon,5,method_1,28,0.3099047554572256
BNYMellon,5,method_1,31,0.2813668702388358
BNYMellon,5,method_1,34,0.2755461237490945
BNYMellon,5,method_1,37,0.27461473370311557
BNYMellon,5,method_1,40,0.28175983386719367
BNYMellon,5,method_1,43,0.2505662642088517
BNYMellon,5,method_1,46,0.24582370627491104
BNYMellon,5,method_1,49,0.23561611396592338
BNYMellon,5,method_1,52,0.21035082837075894
BNYMellon,5,method_1,55,0.199145153004359
BNYMellon,5,method_1,58,0.18694463930856417
BNYMellon,5,method_1,61,0.17700811920806303
BNYMellon,5,method_1,64,0.17817432761276358
BNYMellon,5,method_1,67,0.17357843773573145
BNYMellon,5,method_1,70,0.15838649797716556
BNYMellon,5,method_1,73,0.15163676460865985
BNYMellon,5,method_1,77,0.14433568139829223
BNYMellon,5,method_1,80,0.13665240954503904
BNYMellon,5,method_1,83,0.11784957901855816
BNYMellon,5,method_1,86,0.11195855455475805
BNYMellon,5,method_1,89,0.11026454646875761
BNYMellon,5,method_1,92,0.10187594594063712
BNYMellon,5,method_1,95,0.09510038091688042
BNYMellon,5,method_1,98,0.08890534563709285
BNYMellon,5,method_1,101,0.08207321360742774
BNYMellon,5,method_1,104,0.07347394293594696
BNYMellon,5,method_1,107,0.06883301029703028
BNYMellon,5,method_1,110,0.061494272239781
BNYMellon,5,method_1,113,0.0544752704733128
BNYMellon,5,method_1,116,0.04450599943727338
BNYMellon,5,method_1,119,0.025052242820486844
BNYMellon,5,method_1,122,0.01674260515439067
BNYMellon,5,method_1,125,0.011049366085762275
BNYMellon,5,method_1,128,1.4823625693640263e-05
BNYMellon,5,method_1,131,1.4823625693640263e-05
BNYMellon,5,method_1,134,1.4823625693640263e-05
BNYMellon,5,method_1,137,1.4823625693640263e-05
BNYMellon,5,method_1,140,1.4823625693640263e-05
BNYMellon,5,method_1,143,1.4823625693640263e-05
BNYMellon,5,method_1,146,1.4823625693640263e-05
BNYMellon,5,method_1,150,1.4823625693640263e-05
BNYMellon,5,method_2,1,0.8289702133792467
BNYMellon,5,method_2,4,0.6118034265537764
BNYMellon,5,method_2,7,0.5427420132109337
BNYMellon,5,method_2,10,0.5106345269170328
BNYMellon,5,method_2,13,0.48245887433581247
BNYMellon,5,method_2,16,0.4526631835820505
BNYMellon,5,method_2,19,0.4276278054063547
BNYMellon,5,method_2,22,0.40593229283825166
BNYMellon,5,method_2,25,0.38789997527104386
BNYMellon,5,method_2,28,0.3765452184069058
BNYMellon,5,method_2,31,0.35322075330232816
BNYMellon,5,method_2,34,0.33531540222235945
BNYMellon,5,method_2,37,0.330133834525854
BNYMellon,5,method_2,40,0.3284658902388524
BNYMellon,5,method_2,43,0.30435051252194256
BNYMellon,5,method_2,46,0.29373096633549645
BNYMellon,5,method_2,49,0.28428885698312073
BNYMellon,5,method_2,52,0.2613813868740276
BNYMellon,5,method_2,55,0.24589538379463485
BNYMellon,5,method_2,58,0.2336523153610256
BNYMellon,5,method_2,61,0.22222006634897692
BNYMellon,5,method_2,64,0.21991731919607796
BNYMellon,5,method_2,67,0.2095903276984108
BNYMellon,5,method_2,70,0.19471064098066618
BNYMellon,5,method_2,73,0.1854353276291451
BNYMellon,5,method_2,77,0.17382994210200964
BNYMellon,5,method_2,80,0.16378006387023106
BNYMellon,5,method_2,83,0.14518341982562846
BNYMellon,5,method_2,86,0.13760403224242468
BNYMellon,5,method_2,89,0.1331505373273443
BNYMellon,5,method_2,92,0.12360161197422001
BNYMellon,5,method_2,95,0.11416291733779466
BNYMellon,5,method_2,98,0.10462919607796702
BNYMellon,5,method_2,101,0.09693595464944582
BNYMellon,5,method_2,104,0.08722780705008773
BNYMellon,5,method_2,107,0.07990635069784457
BNYMellon,5,method_2,110,0.07170098643743787
BNYMellon,5,method_2,113,0.06253935416844376
BNYMellon,5,method_2,116,0.05261486122603749
BNYMellon,5,method_2,119,0.034421510632977624
BNYMellon,5,method_2,122,0.024639485308191943
BNYMellon,5,method_2,125,0.017267532074447572
BNYMellon,5,method_2,128,3.36623428053431e-05
BNYMellon,5,method_2,131,3.36623428053431e-05
BNYMellon,5,method_2,134,3.36623428053431e-05
BNYMellon,5,method_2,137,3.36623428053431e-05
BNYMellon,5,method_2,140,3.36623428053431e-05
BNYMellon,5,method_2,143,3.36623428053431e-05
BNYMellon,5,method_2,146,3.36623428053431e-05
BNYMellon,5,method_2,150,3.36623428053431e-05
BNYMellon,5,method_3,1,0.7648547420528824
BNYMellon,5,method_3,4,0.5686190380434395
BNYMellon,5,method_3,7,0.5079261263888253
BNYMellon,5,method_3,10,0.48129751726722364
BNYMellon,5,method_3,13,0.47188892864955306
BNYMellon,5,method_3,16,0.44424922646836473
BNYMellon,5,method_3,19,0.42680318280876667
BNYMellon,5,method_3,22,0.40822067770369386
BNYMellon,5,method_3,25,0.38475855741840953
BNYMellon,5,method_3,28,0.3703887978379101
BNYMellon,5,method_3,31,0.3523437971824309
BNYMellon,5,method_3,34,0.3426731514460825
BNYMellon,5,method_3,37,0.34398240978205175
BNYMellon,5,method_3,40,0.3397886636823211
BNYMellon,5,method_3,43,0.317328976477136
BNYMellon,5,method_3,46,0.31283072384790506
BNYMellon,5,method_3,49,0.303184625491583
BNYMellon,5,method_3,52,0.2858741450186062
BNYMellon,5,method_3,55,0.27867180052504453
BNYMellon,5,method_3,58,0.27113805028138754
BNYMellon,5,method_3,61,0.2649442955318323
BNYMellon,5,method_3,64,0.26535452344170496
BNYMellon,5,method_3,67,0.2588029138279187
BNYMellon,5,method_3,70,0.25125964833861414
BNYMellon,5,method_3,73,0.2487184906473816
BNYMellon,5,method_3,77,0.2414288208378129
BNYMellon,5,method_3,80,0.23450166557708438
BNYMellon,5,method_3,83,0.22217162251671654
BNYMellon,5,method_3,86,0.21725964950756002
BNYMellon,5,method_3,89,0.21570477376100408
BNYMellon,5,method_3,92,0.2052640066482462
BNYMellon,5,method_3,95,0.19937026339226918
BNYMellon,5,method_3,98,0.1941492759389933
BNYMellon,5,method_3,101,0.18919091249961537
BNYMellon,5,method_3,104,0.18442845095635851
BNYMellon,5,method_3,107,0.180524936867174
BNYMellon,5,method_3,110,0.1761564256429487
BNYMellon,5,method_3,113,0.17240934843516206
BNYMellon,5,method_3,116,0.1684054254565795
BNYMellon,5,method_3,119,0.16424928073504563
BNYMellon,5,method_3,122,0.1623285392818421
BNYMellon,5,method_3,125,0.1582050084915931
BNYMellon,5,method_3,128,0.1536084540867675
BNYMellon,5,method_3,131,0.1441517644559066
BNYMellon,5,method_3,134,0.13547952395948318
BNYMellon,5,method_3,137,0.1272603880610923
BNYMellon,5,method_3,140,0.12149375465403621
BNYMellon,5,method_3,143,0.11629177586873612
BNYMellon,5,method_3,146,0.11144513095044989
BNYMellon,5,method_3,150,0.10322382924420717
BNYMellon,5,method_4,1,0.8117381071156252
BNYMellon,5,method_4,4,0.5749212947136152
BNYMellon,5,method_4,7,0.4649573690670753
BNYMellon,5,method_4,10,0.42332974644376054
BNYMellon,5,method_4,13,0.3693586754538524
BNYMellon,5,method_4,16,0.34448843863895257
BNYMellon,5,method_4,19,0.3271189974040003
BNYMellon,5,method_4,22,0.30803553457651006
BNYMellon,5,method_4,25,0.29109469631321866
BNYMellon,5,method_4,28,0.27697356434094456
BNYMellon,5,method_4,31,0.2658192291621047
BNYMellon,5,method_4,34,0.24220138980014713
BNYMellon,5,method_4,37,0.2311632404003401
BNYMellon,5,method_4,40,0.21784728179658608
BNYMellon,5,method_4,43,0.20976197420914722
BNYMellon,5,method_4,46,0.1946117702277204
BNYMellon,5,method_4,49,0.18625604038848223
BNYMellon,5,method_4,52,0.17658867855922078
BNYMellon,5,method_4,55,0.16341119311288957
BNYMellon,5,method_4,58,0.15696147204205452
BNYMellon,5,method_4,61,0.1492184912063219
BNYMellon,5,method_4,64,0.1434168110004316
BNYMellon,5,method_4,67,0.1311721259814085
BNYMellon,5,method_4,70,0.12331422715364092
BNYMellon,5,method_4,73,0.11565873730262947
BNYMellon,5,method_4,77,0.10404883191786128
BNYMellon,5,method_4,80,0.09634343672687255
BNYMellon,5,method_4,83,0.0895121851236894
BNYMellon,5,method_4,86,0.08393648074157223
BNYMellon,5,method_4,89,0.07839679281576277
BNYMellon,5,method_4,92,0.07272116128841584
BNYMellon,5,method_4,95,0.06552564215561531
BNYMellon,5,method_4,98,0.05736423272373817
BNYMellon,5,method_4,101,0.05338169130271956
BNYMellon,5,method_4,104,0.04830380869945504
BNYMellon,5,method_4,107,0.04173659010803502
BNYMellon,5,method_4,110,0.037606045758652534
BNYMellon,5,method_4,113,0.031239320717204692
BNYMellon,5,method_4,116,0.028423445964366616
BNYMellon,5,method_4,119,0.023666186729620037
BNYMellon,5,method_4,122,0.0181015971142215
BNYMellon,5,method_4,125,0.013278972078229454
BNYMellon,5,method_4,128,2.6537452181191288e-05
BNYMellon,5,method_4,131,2.6537452181191288e-05
BNYMellon,5,method_4,134,2.6537452181191288e-05
BNYMellon,5,method_4,137,2.6537452181191288e-05
BNYMellon,5,method_4,140,2.6537452181191288e-05
BNYMellon,5,method_4,143,2.6537452181191288e-05
BNYMellon,5,method_4,146,2.6537452181191288e-05
BNYMellon,5,method_4,150,2.6537452181191288e-05
BNYMellon,6,method_1,1,0.5252750909905081
BNYMellon,6,method_1,4,0.46534734268071826
BNYMellon,6,method_1,7,0.4219278302373013
BNYMellon,6,method_1,10,0.42124042050227156
BNYMellon,6,method_1,13,0.38557874374120105
BNYMellon,6,method_1,16,0.3431168954146727
BNYMellon,6,method_1,19,0.3297385963179885
BNYMellon,6,method_1,22,0.33515265879039474
BNYMellon,6,method_1,25,0.35059017923440855
BNYMellon,6,method_1,28,0.3080307886458791
BNYMellon,6,method_1,31,0.29204657196677947
BNYMellon,6,method_1,34,0.2981331457798704
BNYMellon,6,method_1,37,0.27262356719913744
BNYMellon,6,method_1,40,0.2656118439421989
BNYMellon,6,method_1,43,0.26063194498496256
BNYMellon,6,method_1,46,0.24092428278356834
BNYMellon,6,method_1,49,0.22724721339376827
BNYMellon,6,method_1,52,0.22512160279544266
BNYMellon,6,method_1,55,0.18610606635088214
BNYMellon,6,method_1,58,0.18367061231164153
BNYMellon,6,method_1,61,0.17525124380499596
BNYMellon,6,method_1,64,0.17024228160608304
BNYMellon,6,method_1,67,0.17193331282466887
BNYMellon,6,method_1,70,0.16382626098998293
BNYMellon,6,method_1,73,0.1539354675014694
BNYMellon,6,method_1,77,0.15222077623911817
BNYMellon,6,method_1,80,0.13403460337560366
BNYMellon,6,method_1,83,0.13148945344863286
BNYMellon,6,method_1,86,0.1079381457170618
BNYMellon,6,method_1,89,0.10176596256506774
BNYMellon,6,method_1,92,0.09257522802739516
BNYMellon,6,method_1,95,0.0880062445359981
BNYMellon,6,method_1,98,0.07470409292195913
BNYMellon,6,method_1,101,0.06840687747031199
BNYMellon,6,method_1,104,0.06036089535241327
BNYMellon,6,method_1,107,0.05745854176041353
BNYMellon,6,method_1,110,0.04833921116391719
BNYMellon,6,method_1,113,0.04109040698037656
BNYMellon,6,method_1,116,0.03810554946669919
BNYMellon,6,method_1,119,0.022941442776560978
BNYMellon,6,method_1,122,0.021337680635327448
BNYMellon,6,method_1,125,0.013070234395165675
BNYMellon,6,method_1,128,1.579010595877171e-05
BNYMellon,6,method_1,131,1.579010595877171e-05
BNYMellon,6,method_1,134,1.579010595877171e-05
BNYMellon,6,method_1,137,1.579010595877171e-05
BNYMellon,6,method_1,140,1.579010595877171e-05
BNYMellon,6,method_1,143,1.579010595877171e-05
BNYMellon,6,method_1,146,1.579010595877171e-05
BNYMellon,6,method_1,150,1.579010595877171e-05
BNYMellon,6,method_2,1,0.794513367803175
BNYMellon,6,method_2,4,0.6103543607176269
BNYMellon,6,method_2,7,0.4923125040837545
BNYMellon,6,method_2,10,0.4706849485720434
BNYMellon,6,method_2,13,0.4397806531176842
BNYMellon,6,method_2,16,0.4034803294164432
BNYMellon,6,method_2,19,0.3843099293411488
BNYMellon,6,method_2,22,0.38477941847493513
BNYMellon,6,method_2,25,0.390547005465719
BNYMellon,6,method_2,28,0.3553356391219829
BNYMellon,6,method_2,31,0.3395279452662797
BNYMellon,6,method_2,34,0.33662997681515505
BNYMellon,6,method_2,37,0.3127845973382357
BNYMellon,6,method_2,40,0.30643494953279976
BNYMellon,6,method_2,43,0.297704889720882
BNYMellon,6,method_2,46,0.2807836033712386
BNYMellon,6,method_2,49,0.26846002759029136
BNYMellon,6,method_2,52,0.2633848851527594
BNYMellon,6,method_2,55,0.23002550466029967
BNYMellon,6,method_2,58,0.22396531598437336
BNYMellon,6,method_2,61,0.21436781273112654
BNYMellon,6,method_2,64,0.20405515374210856
BNYMellon,6,method_2,67,0.2013315156305368
BNYMellon,6,method_2,70,0.1908670260125499
BNYMellon,6,method_2,73,0.18019722746696892
BNYMellon,6,method_2,77,0.17530487245451667
BNYMellon,6,method_2,80,0.15711343120616442
BNYMellon,6,method_2,83,0.15336043564582091
BNYMellon,6,method_2,86,0.13068637074167963
BNYMellon,6,method_2,89,0.12285814565414932
BNYMellon,6,method_2,92,0.11294081056907669
BNYMellon,6,method_2,95,0.10689662671470654
BNYMellon,6,method_2,98,0.09485157239705344
BNYMellon,6,method_2,101,0.08529022652685238
BNYMellon,6,method_2,104,0.07732305376656484
BNYMellon,6,method_2,107,0.07158922184306798
BNYMellon,6,method_2,110,0.06206777179812653
BNYMellon,6,method_2,113,0.051581881050399625
BNYMellon,6,method_2,116,0.04596937985979977
BNYMellon,6,method_2,119,0.032027176242040406
BNYMellon,6,method_2,122,0.02844425617551442
BNYMellon,6,method_2,125,0.017602175143517605
BNYMellon,6,method_2,128,2.5605410661013248e-05
BNYMellon,6,method_2,131,2.5605410661013248e-05
BNYMellon,6,method_2,134,2.5605410661013248e-05
BNYMellon,6,method_2,137,2.5605410661013248e-05
BNYMellon,6,method_2,140,2.5605410661013248e-05
BNYMellon,6,method_2,143,2.5605410661013248e-05
BNYMellon,6,method_2,146,2.5605410661013248e-05
BNYMellon,6,method_2,150,2.5605410661013248e-05
BNYMellon,6,method_3,1,0.7426108425035614
BNYMellon,6,method_3,4,0.5386280973547691
BNYMellon,6,method_3,7,0.4847022268790862
BNYMellon,6,method_3,10,0.4782530662143005
BNYMellon,6,method_3,13,0.43825748548024934
BNYMellon,6,method_3,16,0.39346398356133044
BNYMellon,6,method_3,19,0.37801351469768385
BNYMellon,6,method_3,22,0.37479885269587554
BNYMellon,6,method_3,25,0.38359645125011704
BNYMellon,6,method_3,28,0.3570681184892692
BNYMellon,6,method_3,31,0.3413817805718347
BNYMellon,6,method_3,34,0.3434264003187719
BNYMellon,6,method_3,37,0.3289512352451667
BNYMellon,6,method_3,40,0.3225897690101767
BNYMellon,6,method_3,43,0.31719354709660497
BNYMellon,6,method_3,46,0.3031032916288012
BNYMellon,6,method_3,49,0.29338656986106915
BNYMellon,6,method_3,52,0.2883236437759844
BNYMellon,6,method_3,55,0.2660989174150579
BNYMellon,6,method_3,58,0.26206826357053975
BNYMellon,6,method_3,61,0.25756059477426335
BNYMellon,6,method_3,64,0.25174354123506926
BNYMellon,6,method_3,67,0.25121225423283905
BNYMellon,6,method_3,70,0.24704713214972568
BNYMellon,6,method_3,73,0.23710223181906392
BNYMellon,6,method_3,77,0.23476870151082188
BNYMellon,6,method_3,80,0.22403454215607851
BNYMellon,6,method_3,83,0.22261371207689395
BNYMellon,6,method_3,86,0.21111760674016855
BNYMellon,6,method_3,89,0.20713352808076207
BNYMellon,6,method_3,92,0.2025093561687258
BNYMellon,6,method_3,95,0.20022521594807788
BNYMellon,6,method_3,98,0.19145695244321187
BNYMellon,6,method_3,101,0.18659798817190304
BNYMellon,6,method_3,104,0.1826784977587735
BNYMellon,6,method_3,107,0.1794564515761802
BNYMellon,6,method_3,110,0.17390466164463375
BNYMellon,6,method_3,113,0.17139057508591635
BNYMellon,6,method_3,116,0.1695956487736641
BNYMellon,6,method_3,119,0.16646969084647747
BNYMellon,6,method_3,122,0.1651756463258762
BNYMellon,6,method_3,125,0.162563495205619
BNYMellon,6,method_3,128,0.15535604300367764
BNYMellon,6,method_3,131,0.14735811074085983
BNYMellon,6,method_3,134,0.13474703117681983
BNYMellon,6,method_3,137,0.12774267333195666
BNYMellon,6,method_3,140,0.12065202135917169
BNYMellon,6,method_3,143,0.11317516250871662
BNYMellon,6,method_3,146,0.10781061256920829
BNYMellon,6,method_3,150,0.10036023745770707
BNYMellon,6,method_4,1,0.7800301353420624
BNYMellon,6,method_4,4,0.5650714594103935
BNYMellon,6,method_4,7,0.4171185985042699
BNYMellon,6,method_4,10,0.369043695444168
BNYMellon,6,method_4,13,0.3392327188660026
BNYMellon,6,method_4,16,0.31226248598454437
BNYMellon,6,method_4,19,0.28982720889028074
BNYMellon,6,method_4,22,0.2738633695796373
BNYMellon,6,method_4,25,0.25694761254358006
BNYMellon,6,method_4,28,0.24495943441144521
