page,method,k,rmse,cos_sim
1,method_3,49,0.020284859226253418,0.9829226732254028
1,method_3,52,0.019721718496741095,0.9838447570800781
1,method_3,55,0.019081949263848513,0.9849286675453186
1,method_3,58,0.018529507843606706,0.9858415126800537
1,method_3,61,0.018967649169347466,0.9851009845733643
1,method_3,64,0.018009231444504784,0.9865297079086304
1,method_3,67,0.017167894061623723,0.9877856373786926
1,method_3,70,0.016814193765569925,0.988269031047821
1,method_3,73,0.015946720381734624,0.9895089864730835
1,method_3,77,0.015014922228697198,0.9907000660896301
1,method_3,80,0.014390533749788624,0.991434633731842
1,method_3,83,0.013966528813361325,0.9919242858886719
1,method_3,86,0.012989450299920569,0.9930241703987122
1,method_3,89,0.011912509844400385,0.9941569566726685
1,method_3,92,0.0110488635040352,0.9949509501457214
1,method_3,95,0.010763460196242918,0.9952112436294556
1,method_3,98,0.010377397510058077,0.9955400228500366
1,method_3,101,0.010013214467949234,0.9958478212356567
1,method_3,104,0.009326837691287001,0.9963996410369873
1,method_3,107,0.008826933751791069,0.9967750906944275
1,method_3,110,0.008332646701059153,0.9971262216567993
1,method_3,113,0.0071904721209923965,0.9978607296943665
1,method_3,116,0.006626151386282973,0.99818354845047
1,method_3,119,0.006154529350307083,0.9984331130981445
1,method_3,122,0.004387757176484837,0.9992042779922485
1,method_3,125,0.003529632261244882,0.999485194683075
1,method_3,128,0.002531204617871057,0.9997350573539734
1,method_3,131,0.0014160436318408703,0.9999170303344727
1,method_3,134,0.0006996851725038778,0.9999797344207764
1,method_3,137,3.337542288856765e-06,0.9999999403953552
1,method_3,140,3.337542288856765e-06,0.9999999403953552
1,method_3,143,3.337542288856765e-06,0.9999999403953552
1,method_3,146,3.337542288856765e-06,0.9999999403953552
1,method_3,150,3.337542288856765e-06,0.9999999403953552
1,method_4,1,0.07787621941690945,0.706161379814148
1,method_4,4,0.051492808849432956,0.8836369514465332
1,method_4,7,0.045055196747300526,0.9122462868690491
1,method_4,10,0.03856684366778131,0.9365065097808838
1,method_4,13,0.03501472531119917,0.9479718804359436
1,method_4,16,0.03189129076227254,0.9570399522781372
1,method_4,19,0.02849562107430168,0.9658552408218384
1,method_4,22,0.025944206784684634,0.9717810153961182
1,method_4,25,0.024720499218463487,0.9744143486022949
1,method_4,28,0.022660363939866018,0.9785460233688354
1,method_4,31,0.02076021548886547,0.9820246696472168
1,method_4,34,0.01947200850592663,0.9842036366462708
1,method_4,37,0.01794227763457457,0.9866042733192444
1,method_4,40,0.01641260720025367,0.9888034462928772
1,method_4,43,0.014814744568807697,0.9908870458602905
1,method_4,46,0.013872768519808662,0.9920134544372559
1,method_4,49,0.012679146482878247,0.993333101272583
1,method_4,52,0.01145301153345843,0.9945635199546814
1,method_4,55,0.01073864111556652,0.9952222108840942
1,method_4,58,0.009711589553090214,0.9960941076278687
1,method_4,61,0.008685961384706318,0.9968767166137695
1,method_4,64,0.007998242198273112,0.9973523616790771
1,method_4,67,0.007047338052809009,0.9979450702667236
1,method_4,70,0.006736343323666102,0.9981225728988647
1,method_4,73,0.006282344307782634,0.9983673691749573
1,method_4,77,0.005752677309240575,0.9986311793327332
1,method_4,80,0.005185520237211733,0.9988878965377808
1,method_4,83,0.004766452975525065,0.9990603923797607
1,method_4,86,0.004116695777175948,0.999299168586731
1,method_4,89,0.003658307356906912,0.9994466304779053
1,method_4,92,0.003135754243319065,0.9995934367179871
1,method_4,95,0.002906793215136996,0.9996505975723267
1,method_4,98,0.0026211012954619295,0.9997159242630005
1,method_4,101,0.0022059898026221187,0.9997988343238831
1,method_4,104,0.0019090343417195784,0.9998492002487183
1,method_4,107,0.0017659882872050944,0.999871015548706
1,method_4,110,0.001501054972558066,0.9999068975448608
1,method_4,113,0.001179179631735941,0.9999425411224365
1,method_4,116,0.0008142036365272818,0.9999724626541138
1,method_4,119,0.0005594461857747048,0.9999870657920837
1,method_4,122,0.0003917559703362434,0.9999936819076538
1,method_4,125,0.0002565720826975373,0.9999971985816956
1,method_4,128,1.1240314515302856e-06,1.0
1,method_4,131,1.1240314515302856e-06,1.0
1,method_4,134,1.1240314515302856e-06,1.0
1,method_4,137,1.1240314515302856e-06,1.0
1,method_4,140,1.1240314515302856e-06,1.0
1,method_4,143,1.1240314515302856e-06,1.0
1,method_4,146,1.1240314515302856e-06,1.0
1,method_4,150,1.1240314515302856e-06,1.0
2,method_1,1,0.06714343660960226,0.7810189723968506
2,method_1,4,0.05351376321435972,0.8671091794967651
2,method_1,7,0.04947299929295463,0.8877718448638916
2,method_1,10,0.04999167971003645,0.8851174712181091
2,method_1,13,0.04628713609815467,0.9023931622505188
2,method_1,16,0.03943429529426643,0.9301779270172119
2,method_1,19,0.03718205443399114,0.9381800889968872
2,method_1,22,0.033370437931768686,0.9505583047866821
2,method_1,25,0.03282907988111846,0.9523435831069946
2,method_1,28,0.03199201359951931,0.954798698425293
2,method_1,31,0.0315855809453908,0.9559003114700317
2,method_1,34,0.0298687911720041,0.9608799815177917
2,method_1,37,0.0292856512822909,0.9623839855194092
2,method_1,40,0.0295529922529943,0.9618114829063416
2,method_1,43,0.026287585652035435,0.9697058200836182
2,method_1,46,0.02482342251859556,0.9730018377304077
2,method_1,49,0.024136443022798198,0.9744858741760254
2,method_1,52,0.022035413764567396,0.9787747859954834
2,method_1,55,0.021412874719669968,0.9799274802207947
2,method_1,58,0.019467763985669108,0.9835252165794373
2,method_1,61,0.01898415589279726,0.9843137860298157
2,method_1,64,0.018535958267472563,0.9851244688034058
2,method_1,67,0.017970625440021037,0.9861828088760376
2,method_1,70,0.017377959636170448,0.9870136976242065
2,method_1,73,0.01524874595101959,0.9899357557296753
2,method_1,77,0.01390348150221886,0.9916605949401855
2,method_1,80,0.01362577717776741,0.9920186996459961
2,method_1,83,0.012449404647176525,0.9933223128318787
2,method_1,86,0.011736300360014652,0.9940610527992249
2,method_1,89,0.010982183164590932,0.9947641491889954
2,method_1,92,0.009681837683669802,0.9959434866905212
2,method_1,95,0.009133502585912598,0.9963937997817993
2,method_1,98,0.008635216291036692,0.9967789649963379
2,method_1,101,0.008938503199751965,0.9965660572052002
2,method_1,104,0.008176627178349109,0.9971332550048828
2,method_1,107,0.008429803432667471,0.9969599843025208
2,method_1,110,0.00724675043530312,0.9977478981018066
2,method_1,113,0.004569406660978328,0.9990960359573364
2,method_1,116,0.0034801714907987504,0.9994779229164124
2,method_1,119,0.003100611685895639,0.9995862245559692
2,method_1,122,0.002202252166137079,0.9997936487197876
2,method_1,125,0.001860243267212276,0.9998534321784973
2,method_1,128,1.5926265487635201e-06,1.0
2,method_1,131,1.5926265487635201e-06,1.0
2,method_1,134,1.5926265487635201e-06,1.0
2,method_1,137,1.5926265487635201e-06,1.0
2,method_1,140,1.5926265487635201e-06,1.0
2,method_1,143,1.5926265487635201e-06,1.0
2,method_1,146,1.5926265487635201e-06,1.0
2,method_1,150,1.5926265487635201e-06,1.0
2,method_2,1,0.09068997064303583,0.5408096313476562
2,method_2,4,0.06811487546436545,0.7732229232788086
2,method_2,7,0.05888703774765939,0.8365656733512878
2,method_2,10,0.055587762271902735,0.8561499714851379
2,method_2,13,0.052627255999340754,0.8718732595443726
2,method_2,16,0.047355174324500496,0.8975667357444763
2,method_2,19,0.04543424808115306,0.9061548113822937
2,method_2,22,0.04186715596573872,0.9209197759628296
2,method_2,25,0.04067117234726607,0.9256731867790222
2,method_2,28,0.03948292091029721,0.9301257729530334
2,method_2,31,0.03850459503315511,0.9336131811141968
2,method_2,34,0.036742880493793414,0.9399043321609497
2,method_2,37,0.03598341632434362,0.9424432516098022
2,method_2,40,0.03557929509851861,0.9439084529876709
2,method_2,43,0.03256524991943808,0.9530373811721802
2,method_2,46,0.03050845772833861,0.9588695168495178
2,method_2,49,0.02939626306045362,0.96187424659729
2,method_2,52,0.02674860500019413,0.9685356020927429
2,method_2,55,0.02600341883906398,0.9702527523040771
2,method_2,58,0.02390365039296593,0.9750117063522339
2,method_2,61,0.02302880766027626,0.9768036007881165
2,method_2,64,0.02230545447854705,0.9783273935317993
2,method_2,67,0.021675565715482313,0.9797046184539795
2,method_2,70,0.020744586085701486,0.9813634157180786
2,method_2,73,0.01892888377484217,0.9844129681587219
2,method_2,77,0.01718511761333976,0.9871900677680969
2,method_2,80,0.016632073078679,0.988036036491394
2,method_2,83,0.015238907736516068,0.9899458289146423
2,method_2,86,0.014281552046147443,0.991167426109314
2,method_2,89,0.01329355388707658,0.9923163652420044
2,method_2,92,0.011912408454003253,0.9938454627990723
2,method_2,95,0.011152759206469038,0.9946106672286987
