method,k,mean,std,min,max
method_1,235,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,237,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,239,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,241,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,243,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,245,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,247,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,249,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,251,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,253,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,255,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,257,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,259,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,261,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,263,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,265,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,267,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,269,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,271,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,273,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
