page,method,k,rmse,cos_sim
2,method_4,122,0.0013633537371198392,0.99991774559021
2,method_4,125,0.0010553911806733926,0.999950647354126
2,method_4,128,1.71141698591587e-06,1.0
2,method_4,131,1.71141698591587e-06,1.0
2,method_4,134,1.71141698591587e-06,1.0
2,method_4,137,1.71141698591587e-06,1.0
2,method_4,140,1.71141698591587e-06,1.0
2,method_4,143,1.71141698591587e-06,1.0
2,method_4,146,1.71141698591587e-06,1.0
2,method_4,150,1.71141698591587e-06,1.0
3,method_1,1,0.05851960060138946,0.8315288424491882
3,method_1,4,0.05211663696339669,0.8690587878227234
3,method_1,7,0.0479960837986283,0.8902492523193359
3,method_1,10,0.04144598902798237,0.9194155931472778
3,method_1,13,0.038225439622826714,0.9318963289260864
3,method_1,16,0.03757604064335549,0.9342473149299622
3,method_1,19,0.03735424022345748,0.9352149963378906
3,method_1,22,0.03656949540814343,0.937950611114502
3,method_1,25,0.03579320016207684,0.9407180547714233
3,method_1,28,0.032237919699096215,0.9521302580833435
3,method_1,31,0.0322916158184169,0.9521282911300659
3,method_1,34,0.02944232083223974,0.9601541757583618
3,method_1,37,0.0294266459172648,0.9602531790733337
3,method_1,40,0.028940211302176416,0.9615821838378906
3,method_1,43,0.027445944906240888,0.9655047655105591
3,method_1,46,0.026909538587482837,0.9669187664985657
3,method_1,49,0.025578058054174596,0.9701946377754211
3,method_1,52,0.026627961918433665,0.967901349067688
3,method_1,55,0.025805103806591605,0.9698932766914368
3,method_1,58,0.02307535695740974,0.9758518934249878
3,method_1,61,0.020928183641786956,0.9801172614097595
3,method_1,64,0.019196181294719502,0.9832673072814941
3,method_1,67,0.018380418819358132,0.9846633672714233
3,method_1,70,0.019115927969396027,0.9834102392196655
3,method_1,73,0.018996495306868415,0.9836095571517944
3,method_1,77,0.01676379206042211,0.9872583150863647
3,method_1,80,0.015845110929732106,0.9886263608932495
3,method_1,83,0.015701539544649052,0.9888318777084351
3,method_1,86,0.014776330186516315,0.9901137351989746
3,method_1,89,0.011646334475840547,0.9938790798187256
3,method_1,92,0.011934588121833683,0.993566632270813
3,method_1,95,0.012379181650903005,0.9930818676948547
3,method_1,98,0.010175101629674369,0.9953856468200684
3,method_1,101,0.007538058011432844,0.9974595904350281
3,method_1,104,0.007368805643216288,0.9975683689117432
3,method_1,107,0.0062795988695487255,0.9982274770736694
3,method_1,110,0.005757709940661887,0.9985052347183228
3,method_1,113,0.005017708453967517,0.9988652467727661
3,method_1,116,0.0038076188457057485,0.9993475675582886
3,method_1,119,0.003388503889444915,0.9994828104972839
3,method_1,122,0.0024678622244629143,0.9997257590293884
3,method_1,125,0.001378426783336657,0.9999145865440369
3,method_1,128,1.3909851394901565e-06,1.0
3,method_1,131,1.3909851394901565e-06,1.0
3,method_1,134,1.3909851394901565e-06,1.0
3,method_1,137,1.3909851394901565e-06,1.0
3,method_1,140,1.3909851394901565e-06,1.0
3,method_1,143,1.3909851394901565e-06,1.0
3,method_1,146,1.3909851394901565e-06,1.0
3,method_1,150,1.3909851394901565e-06,1.0
3,method_2,1,0.08324160749304067,0.6241462230682373
3,method_2,4,0.06312453149395057,0.8006283640861511
3,method_2,7,0.057592069274685576,0.8374188542366028
3,method_2,10,0.05083632004859046,0.8759844303131104
3,method_2,13,0.04641249843797622,0.8978195786476135
3,method_2,16,0.045223362060525865,0.9032352566719055
3,method_2,19,0.04450874470997867,0.9064561724662781
3,method_2,22,0.04388256361457668,0.9091991186141968
3,method_2,25,0.041973640815100584,0.9172974824905396
3,method_2,28,0.038915612794234264,0.9293597340583801
3,method_2,31,0.03827670201708546,0.9318800568580627
3,method_2,34,0.03562058009892034,0.9410994052886963
3,method_2,37,0.03515026750260571,0.9427270889282227
3,method_2,40,0.03402561817451119,0.9464235305786133
3,method_2,43,0.032243646442767775,0.9520359635353088
3,method_2,46,0.031373669624381824,0.954694390296936
3,method_2,49,0.030147447022334777,0.958271324634552
3,method_2,52,0.030455703953135495,0.9576058387756348
3,method_2,55,0.02960669196014435,0.9599971771240234
3,method_2,58,0.027123937555171996,0.9664038419723511
3,method_2,61,0.024968754112720152,0.9715491533279419
3,method_2,64,0.023144958840214936,0.9755730628967285
3,method_2,67,0.02211953451214325,0.9777082800865173
3,method_2,70,0.02236022735758131,0.9772244691848755
3,method_2,73,0.02200580850982814,0.9779415130615234
3,method_2,77,0.019820200813596773,0.9821413159370422
3,method_2,80,0.018643982340061194,0.9842159748077393
3,method_2,83,0.018114873915939328,0.9851047992706299
3,method_2,86,0.01698979913846065,0.9869096875190735
3,method_2,89,0.014313652542503202,0.9907363057136536
3,method_2,92,0.014230033168329286,0.9908405542373657
3,method_2,95,0.014260380289986836,0.9908075928688049
3,method_2,98,0.012181158064418347,0.9933539032936096
3,method_2,101,0.009875542477858636,0.9956185817718506
3,method_2,104,0.009181190206667425,0.9962127208709717
3,method_2,107,0.008013478715329585,0.9971082210540771
3,method_2,110,0.007294278241715925,0.9975998401641846
3,method_2,113,0.006280349060963729,0.9982216358184814
3,method_2,116,0.004873370936709075,0.9989303350448608
3,method_2,119,0.004207770170799396,0.9992021322250366
3,method_2,122,0.003135590076284066,0.9995571970939636
3,method_2,125,0.0018257556796771642,0.9998500347137451
3,method_2,128,2.3360990897435267e-06,0.9999998807907104
3,method_2,131,2.3360990897435267e-06,0.9999998807907104
3,method_2,134,2.3360990897435267e-06,0.9999998807907104
3,method_2,137,2.3360990897435267e-06,0.9999998807907104
3,method_2,140,2.3360990897435267e-06,0.9999998807907104
3,method_2,143,2.3360990897435267e-06,0.9999998807907104
3,method_2,146,2.3360990897435267e-06,0.9999998807907104
3,method_2,150,2.3360990897435267e-06,0.9999998807907104
3,method_3,1,0.07766626503567513,0.6761490106582642
3,method_3,4,0.06229548782483844,0.8072212934494019
3,method_3,7,0.05455661975648656,0.8558887243270874
3,method_3,10,0.0486767161833403,0.8870196342468262
3,method_3,13,0.045513993158693276,0.9020398855209351
3,method_3,16,0.04364710665442853,0.9102516174316406
3,method_3,19,0.04326367761297525,0.9118940830230713
3,method_3,22,0.04271441746809937,0.9142359495162964
3,method_3,25,0.0424674798027791,0.9157134294509888
3,method_3,28,0.03970747390627927,0.9265636801719666
3,method_3,31,0.039186932145001616,0.9287538528442383
3,method_3,34,0.037400993081249286,0.9349740743637085
3,method_3,37,0.03698619047696188,0.9366002082824707
3,method_3,40,0.03673840964090565,0.9375559091567993
3,method_3,43,0.03539411883865934,0.9420639276504517
3,method_3,46,0.03462849807982802,0.9446725249290466
3,method_3,49,0.033850587524215055,0.9472677707672119
3,method_3,52,0.034649484703512534,0.945030689239502
3,method_3,55,0.03372842199624144,0.9478865265846252
3,method_3,58,0.032133663906450144,0.9525728821754456
3,method_3,61,0.03077750803651475,0.9565200209617615
3,method_3,64,0.029673482305349184,0.9595997333526611
3,method_3,67,0.028893426679864713,0.961704671382904
3,method_3,70,0.02889745452009071,0.9617011547088623
3,method_3,73,0.028536610809411,0.962643563747406
3,method_3,77,0.026961661754307607,0.966728925704956
3,method_3,80,0.026285722282634386,0.96841961145401
3,method_3,83,0.02586175804776205,0.9694581031799316
3,method_3,86,0.02488960145802273,0.9717229008674622
3,method_3,89,0.02335931980882459,0.9751099944114685
3,method_3,92,0.023124631896101693,0.9756128787994385
3,method_3,95,0.02296565106710698,0.975947916507721
3,method_3,98,0.022144429011890312,0.9776724576950073
3,method_3,101,0.020963018308522742,0.9800070524215698
3,method_3,104,0.02044094201701096,0.9810013175010681
3,method_3,107,0.020190964522191275,0.9814614057540894
3,method_3,110,0.01972807637038077,0.982308030128479
3,method_3,113,0.019223623270909793,0.9832111597061157
3,method_3,116,0.018552303161011245,0.9843703508377075
